term,freq,tfidf,pmi,score,entity_type,keep,alias
强度,1130,0.08598,7.00012,678.725806,Concept,Y,
坐标系,1120,0.050987,7.923098,672.807606,Concept,Y,
翼型,1114,0.109097,5.632979,668.996027,Structure,Y,
数据,1086,0.095633,7.283324,652.357022,Concept,Y,
机构,1085,0.133101,4.324812,651.472411,Concept,Y,
质量,1073,0.077346,7.625974,644.585801,Concept,Y,
位置,1031,0.097782,8.815279,619.510863,Concept,Y,
复合材料,1016,0.101154,9.533484,610.583695,Concept,Y,
形式,992,0.077471,6.041056,595.827347,Concept,Y,
阻力,982,0.107941,6.770074,589.90939,Concept,Y,
实现,975,0.186832,8.472233,585.903273,Concept,Y,
条件,972,0.099275,8.672378,584.09702,Concept,Y,
航天飞机,971,0.125108,6.927388,583.330271,Aircraft,Y,
最大,962,0.110706,6.862118,577.919424,Concept,Y,
相对,959,0.067581,6.147796,576.035054,Concept,Y,
之间,948,0.068289,8.263722,569.646859,Concept,Y,
应用,942,0.129886,5.099271,565.748893,Concept,Y,
根据,929,0.082128,9.258116,558.35045,Concept,Y,
包括,920,0.089329,10.824626,553.109261,Concept,Y,
结构设计,896,0.074159,5.372683,538.159516,Structure,Y,
分离,876,0.067898,7.194978,526.339867,Concept,Y,
优化,875,0.107399,8.012288,525.833448,Concept,Y,
应力,866,0.090912,4.762171,520.103491,Concept,Y,
工作,865,0.080253,7.361667,519.760243,Concept,Y,
变形,863,0.283995,5.638119,518.44901,Mechanism,Y,
关系,860,0.055327,6.878451,516.704443,Concept,Y,
这种,850,0.068188,7.350203,510.755477,Concept,Y,
一般,837,0.062616,8.083388,503.027124,Concept,Y,
空间,837,0.074873,7.570922,502.979554,Concept,Y,
发展,831,0.156249,7.470672,499.393942,Concept,Y,
折叠,827,0.335735,11.099304,497.410651,Mechanism,Y,
函数,794,0.075508,8.081887,477.230841,Concept,Y,
满足,787,0.080273,10.949189,473.319001,Concept,Y,
目标,784,0.05976,8.536683,471.271596,Concept,Y,
地球,761,0.039524,8.721379,457.483995,Concept,Y,
机身,754,0.094426,6.677996,453.096127,Structure,Y,
布局,752,0.145868,9.639816,452.207742,Concept,Y,
环境,740,0.074556,10.458514,445.068218,Concept,Y,
这些,735,0.071493,8.189834,441.840431,Concept,Y,
增加,733,0.072727,8.109717,440.63279,Concept,Y,
动力,733,0.058591,5.065118,440.324089,Concept,Y,
变体飞行器,730,0.0,7.149193,438.714919,Mission,Y,
航天,722,0.11372,8.726235,434.106739,Concept,Y,
选择,721,0.064747,10.87276,433.7067,Concept,Y,
发动机,720,0.059343,7.37779,432.755582,Concept,Y,
空气,715,0.069026,6.590612,429.679769,Concept,Y,
压力,711,0.069076,5.832029,427.203926,Concept,Y,
提高,710,0.093836,7.855032,426.813654,Concept,Y,
外形,710,0.096392,6.902063,426.719124,Concept,Y,
超声速,705,0.116338,8.846084,423.91951,Concept,Y,
方案,704,0.093697,8.150753,423.243184,Concept,Y,
平面,703,0.048439,6.329241,422.447456,Concept,Y,
为了,695,0.053433,4.87373,417.503403,Concept,Y,
稳定,686,0.089263,8.247096,412.451489,Concept,Y,
必须,675,0.054545,11.173514,406.133715,Concept,Y,
高度,671,0.053496,5.456775,403.161726,Performance,Y,
形状,657,0.068286,7.176865,394.938172,Concept,Y,
理论,653,0.060523,8.569593,392.675116,Concept,Y,
分布,652,0.068652,6.91804,391.9124,Concept,Y,
装配,651,0.072571,8.998541,391.521625,Concept,Y,
通常,647,0.050551,7.915338,389.006699,Concept,Y,
用于,646,0.069044,4.927291,388.113442,Concept,Y,
阶段,645,0.081033,9.646685,387.988978,Concept,Y,
可能,635,0.055775,5.002654,381.516998,Concept,Y,
流动,635,0.06887,4.930655,381.513726,Concept,Y,
制造,633,0.061619,8.07449,380.625935,Concept,Y,
保证,632,0.05141,9.580873,380.17351,Concept,Y,
重要,616,0.068583,6.098474,370.230422,Concept,Y,
部件,615,0.050593,6.985274,369.713705,Concept,Y,
验证,608,0.081733,8.276774,365.652197,Concept,Y,
引起,603,0.049698,8.866099,362.701519,Concept,Y,
任务,602,0.102592,11.040568,362.334834,Mission,Y,
稳定性,600,0.111926,6.930792,360.726657,Performance,Y,
方式,595,0.110126,4.626555,357.495693,Concept,Y,
利用,590,0.054101,7.211284,354.737359,Concept,Y,
一定,584,0.050457,4.62076,350.877213,Concept,Y,
翼面,577,0.063315,4.500914,346.669086,Structure,Y,
分别,576,0.049944,7.373677,346.352351,Concept,Y,
称为,574,0.039526,6.630746,345.074932,Concept,Y,
部分,571,0.054512,6.1774,343.234094,Concept,Y,
基本,568,0.051637,8.45583,341.661074,Concept,Y,
尺寸,563,0.057036,11.613371,338.978448,Concept,Y,
作为,559,0.046958,4.747415,335.888829,Concept,Y,
范围,551,0.055763,11.48777,331.765506,Concept,Y,
设备,551,0.041706,7.600509,331.372563,Concept,Y,
安装,543,0.042879,9.032562,326.71612,Concept,Y,
前缘,543,0.062028,8.879741,326.706582,Concept,Y,
从而,543,0.058482,7.729645,326.590509,Concept,Y,
其他,541,0.05145,8.744115,325.489846,Concept,Y,
发生,540,0.043134,7.097957,324.722736,Concept,Y,
弹道,540,0.02447,6.908148,324.698156,Concept,Y,
操纵,536,0.05059,10.318246,322.647002,Concept,Y,
面积,536,0.05625,7.284437,322.345319,Concept,Y,
气动力,535,0.069714,5.739064,321.594821,Performance,Y,
折叠变体,534,0.0,4.271186,320.827119,Mechanism,Y,
增大,532,0.060408,6.577051,319.875828,Concept,Y,
建立,531,0.077744,10.503332,319.673656,Concept,Y,
提供,530,0.057153,9.952852,319.012431,Concept,Y,
工艺,526,0.06648,9.52962,316.572906,Concept,Y,
重复使用,521,0.112671,7.809742,313.414775,Concept,Y,
给出,519,0.074334,8.2607,312.24837,Concept,Y,
厚度,511,0.057358,7.594794,307.376687,Concept,Y,
比较,509,0.040959,7.446268,306.156914,Concept,Y,
效应,505,0.070509,6.533313,303.674484,Concept,Y,
减小,500,0.052047,8.363627,300.851977,Concept,Y,
组成,499,0.037634,7.476357,300.158926,Concept,Y,
形成,499,0.042825,5.726638,299.985511,Concept,Y,
定义,489,0.037043,7.819864,294.193099,Concept,Y,
较大,489,0.047423,6.104353,294.024662,Concept,Y,
活动,487,0.089368,6.965867,292.923397,Concept,Y,
飞行动力学,486,0.0,6.701598,292.27016,Mission,Y,
卫星,483,0.031849,11.522268,290.961781,Concept,Y,
可靠性,483,0.040962,7.487975,290.561086,Concept,Y,
中心,483,0.046045,6.270662,290.44088,Concept,Y,
构型,482,0.304133,4.469806,289.738221,Concept,Y,
因素,481,0.037727,9.083525,289.51967,Concept,Y,
两个,481,0.044071,7.263306,289.339552,Concept,Y,
研制,481,0.051736,6.687156,289.284236,Concept,Y,
出现,479,0.056272,6.83284,288.100166,Concept,Y,
分量,476,0.028195,4.514132,286.059872,Concept,Y,
迎角,475,0.049504,8.935346,285.908386,Concept,Y,
实际,471,0.045033,9.754798,283.58899,Concept,Y,
morphing,471,0.517393,7.051054,283.460323,Mechanism,Y,
纵向,471,0.075,7.530242,283.375524,Concept,Y,
完成,469,0.048953,7.953668,282.210053,Concept,Y,
上述,468,0.042089,7.345635,281.54719,Concept,Y,
发射,467,0.032558,8.021424,281.01191,Concept,Y,
就是,465,0.033651,6.618672,279.671963,Concept,Y,
地面,464,0.033375,5.54533,278.964546,Concept,Y,
相关,463,0.061852,6.609728,278.479528,Concept,Y,
方面,463,0.067753,4.55267,278.275593,Concept,Y,
降低,462,0.061928,9.274266,278.146005,Concept,Y,
矢量,461,0.02555,8.363043,277.443969,Concept,Y,
存在,461,0.060654,7.163698,277.334566,Concept,Y,
达到,459,0.041178,7.908156,276.203169,Concept,Y,
副翼,457,0.072802,7.707512,274.992592,Concept,Y,
产品,453,0.050757,9.761851,272.791412,Concept,Y,
基础,452,0.061173,10.003796,272.218731,Concept,Y,
曲线,451,0.068369,8.814528,271.501964,Concept,Y,
能力,450,0.061153,4.009378,270.419284,Concept,Y,
固定,449,0.056611,7.464927,270.163476,Concept,Y,
各种,448,0.032868,7.786074,269.588468,Concept,Y,
矩阵,446,0.042001,9.269364,268.539537,Concept,Y,
相应,446,0.03962,5.256227,268.137509,Concept,Y,
承受,441,0.037441,9.153838,265.526616,Concept,Y,
水平,440,0.046164,9.32399,264.946248,Concept,Y,
扰动,440,0.050013,6.445739,264.659578,Concept,Y,
平衡,439,0.033747,9.425855,264.35271,Concept,Y,
对应,439,0.034609,4.514266,263.861809,Concept,Y,
周期,432,0.032338,10.534012,260.263103,Concept,Y,
整体,432,0.041589,6.895549,259.902032,Concept,Y,
复杂,430,0.053608,9.793104,258.995393,Concept,Y,
双翼,428,0.148917,6.279378,257.472613,Concept,Y,
大气,426,0.020087,5.160864,256.122112,Concept,Y,
推力,425,0.031078,5.779719,255.587295,Concept,Y,
转动,424,0.024939,4.739206,254.881402,Concept,Y,
刚度,423,0.034827,7.138614,254.524309,Concept,Y,
获得,419,0.046527,9.479062,252.361864,Concept,Y,
展弦比,418,0.095925,9.636264,251.792404,Concept,Y,
新型,416,0.050237,7.43368,250.358439,Concept,Y,
工程,415,0.056446,6.350829,249.652017,Concept,Y,
能够,413,0.061211,7.922529,248.610616,Concept,Y,
加速度,412,0.022744,6.928653,247.899688,Parameter,Y,
姿态,409,0.04812,9.695181,246.383954,Concept,Y,
损伤,408,0.066824,11.831464,246.003194,Concept,Y,
装置,407,0.03129,7.642457,244.973633,Concept,Y,
振动,407,0.028863,6.295291,244.838188,Concept,Y,
如下,407,0.034845,5.711001,244.781554,Concept,Y,
直接,405,0.03703,7.501517,243.761261,Concept,Y,
飞行器气动,404,0.0,5.263822,242.926382,Performance,Y,
角度,404,0.058532,4.534224,242.870982,Parameter,Y,
偏转,402,0.056324,7.561444,241.973042,Concept,Y,
改变,402,0.05229,7.004075,241.916095,Concept,Y,
展开,401,0.12593,7.44798,241.382577,Mechanism,Y,
受力,401,0.031444,5.457518,241.155185,Concept,Y,
攻角,396,0.134306,8.95242,238.535534,Parameter,Y,
aircraft,396,0.337015,5.845453,238.28565,Aircraft,Y,
随着,395,0.054265,9.240773,237.940357,Concept,Y,
有关,386,0.025631,5.471288,232.154818,Concept,Y,
特点,385,0.0318,6.361225,231.645662,Concept,Y,
马赫数,384,0.078906,7.852244,231.208896,Parameter,Y,
求解,384,0.036879,7.411291,231.152193,Concept,Y,
几何,383,0.04306,10.521655,230.865084,Concept,Y,
重量,383,0.081553,5.645454,230.389011,Concept,Y,
功能,376,0.032618,7.44052,226.353837,Concept,Y,
防热,373,0.0417,8.675199,224.68003,Concept,Y,
描述,369,0.032546,10.80163,222.489927,Concept,Y,
效率,369,0.05068,8.103205,222.225524,Performance,Y,
响应,369,0.050436,6.228299,222.037961,Concept,Y,
处理,368,0.033998,7.649654,221.575165,Concept,Y,
过载,367,0.022315,5.724107,220.779105,Concept,Y,
俯仰,364,0.049393,11.554188,219.570237,Concept,Y,
激波,363,0.045522,10.606246,218.874281,Concept,Y,
传递,362,0.030282,10.621294,218.271214,Concept,Y,
气动特性,362,0.0,7.158113,217.915811,Performance,Y,
仿真,360,0.072425,11.243199,217.146047,Concept,Y,
它们,359,0.029697,9.453221,216.354231,Concept,Y,
旋转,359,0.027011,8.720131,216.280116,Concept,Y,
动态,358,0.066421,4.377952,215.257721,Concept,Y,
气流,357,0.035169,5.378124,214.748363,Concept,Y,
进一步,356,0.051592,8.879082,214.503386,Concept,Y,
引力,356,0.027884,5.658272,214.174192,Concept,Y,
飞行器结构设计,355,0.0,7.316686,213.731669,Structure,Y,
约束,349,0.034122,11.085784,210.518815,Concept,Y,
相同,347,0.033866,5.988987,208.809059,Concept,Y,
处于,346,0.037355,5.902832,208.20149,Concept,Y,
所有,346,0.035985,4.806445,208.09144,Concept,Y,
不能,346,0.029583,4.571133,208.065988,Concept,Y,
简单,344,0.031614,8.600846,207.269569,Concept,Y,
导致,344,0.047041,8.416038,207.255716,Concept,Y,
变量,344,0.02596,4.533518,206.86114,Concept,Y,
质心,342,0.037503,7.72949,205.9842,Concept,Y,
原理,340,0.040981,8.04766,204.81706,Concept,Y,
驱动,339,0.068129,7.238787,204.144318,Mechanism,Y,
假设,338,0.028153,7.792215,203.587667,Concept,Y,
及其,338,0.026744,6.079391,203.415962,Concept,Y,
坐标,336,0.025795,9.529523,202.560691,Concept,Y,
没有,336,0.031287,8.26675,202.436061,Concept,Y,
升力系数,336,0.0,8.051249,202.405125,Concept,Y,
襟翼,336,0.048444,7.815559,202.396089,Concept,Y,
数值,335,0.037823,5.455486,201.556896,Concept,Y,
有效,334,0.036422,6.291769,201.040104,Concept,Y,
一些,332,0.03233,5.944791,199.804178,Concept,Y,
学习,331,0.141469,9.39493,199.581934,Concept,Y,
介绍,328,0.028615,12.378308,198.046415,Concept,Y,
这个,329,0.037623,5.413119,197.952599,Concept,Y,
活动机翼,328,0.0,7.837946,197.583795,Structure,Y,
并且,327,0.040221,8.128744,197.024941,Concept,Y,
翼展,327,0.056989,4.723904,196.689487,Concept,Y,
因为,327,0.027592,4.686897,196.676967,Concept,Y,
能量,326,0.02671,4.312688,196.039282,Concept,Y,
惯性,325,0.022749,7.584571,195.765282,Concept,Y,
机动,323,0.029519,2.30865,194.039721,Mission,Y,
建模,322,0.07639,7.923834,194.015301,Concept,Y,
首先,320,0.032696,11.24646,193.134455,Concept,Y,
保持,318,0.033264,10.024954,191.812475,Concept,Y,
航天飞行器,318,0.0,5.669167,191.366917,Mission,Y,
开始,317,0.035013,8.709959,191.0815,Concept,Y,
公式,316,0.024853,7.281528,190.335609,Concept,Y,
再入,315,0.043259,9.417336,189.954711,Concept,Y,
近似,313,0.023813,10.017923,188.808936,Concept,Y,
大小,313,0.02104,5.250701,188.331382,Concept,Y,
分为,312,0.025897,3.185523,187.526321,Concept,Y,
误差,310,0.032729,10.611729,187.070991,Concept,Y,
翅膀,308,0.072225,12.312693,186.052937,Concept,Y,
距离,308,0.032851,9.657505,185.775606,Concept,Y,
wing,308,0.260424,7.454992,185.623627,Structure,Y,
精度,308,0.028363,7.14064,185.522573,Concept,Y,
典型,305,0.033123,8.593385,183.869276,Concept,Y,
连杆,305,0.086339,8.414728,183.867375,Concept,Y,
导数,303,0.056951,4.616203,182.278706,Concept,Y,
构件,303,0.035083,4.465713,182.257096,Concept,Y,
特征,302,0.035291,9.451321,182.155719,Concept,Y,
自由,302,0.026893,7.099213,181.917989,Concept,Y,
初始,301,0.02725,10.303125,181.638488,Concept,Y,
破坏,300,0.025661,12.325858,181.240284,Concept,Y,
算法,301,0.050266,6.193808,181.23446,ControlMethod,Y,
变换,300,0.04131,6.928672,180.70526,Concept,Y,
局部,299,0.038335,7.494279,180.160928,Concept,Y,
重复使用新型,298,0.0,8.843891,179.684389,Concept,Y,
加工,297,0.030967,6.349823,178.844272,Concept,Y,
折叠变体飞行器,297,0.0,0.0,178.2,Mechanism,Y,
密封,295,0.032467,10.807234,178.090463,Concept,Y,
密度,295,0.024789,6.332548,177.640691,Concept,Y,
单位,293,0.022491,7.02893,176.50964,Concept,Y,
蒙皮,291,0.06592,11.957691,175.815545,Concept,Y,
弹性,292,0.045562,5.068787,175.720547,Concept,Y,
内容,291,0.025142,8.530516,175.460594,Concept,Y,
讨论,290,0.033251,10.584282,175.068403,Concept,Y,
后缘,290,0.041591,7.621924,174.77467,Concept,Y,
整个,290,0.029473,6.825178,174.69136,Concept,Y,
网格,289,0.074045,11.103328,174.532546,Concept,Y,
两种,289,0.031587,7.093348,174.118811,Concept,Y,
概念,287,0.035082,11.520005,173.362525,Concept,Y,
横向,287,0.05342,8.113385,173.027365,Concept,Y,
预测,286,0.090101,9.888982,172.615929,Concept,Y,
信息,285,0.028129,11.580163,172.166455,Concept,Y,
我们,285,0.031087,11.055706,172.114897,Concept,Y,
适用,283,0.031169,6.098126,170.419163,Concept,Y,
使得,282,0.03026,5.971729,169.806251,Concept,Y,
轴向,281,0.02082,6.218922,169.228138,Concept,Y,
以下,279,0.026942,4.452543,167.853337,Concept,Y,
非线性,278,0.064992,8.091574,167.628655,Concept,Y,
区域,275,0.027044,10.225182,166.030631,Concept,Y,
轨迹,275,0.020707,9.207929,165.927005,Concept,Y,
弯度,274,0.067774,6.313987,165.051731,Concept,Y,
减少,272,0.027678,9.797086,164.188012,Concept,Y,
加热,272,0.028305,6.330132,163.841505,Concept,Y,
干扰,268,0.046664,10.814025,161.895402,Concept,Y,
起飞,268,0.033603,4.809535,161.291034,Mission,Y,
模拟,267,0.032788,8.823693,161.092206,Concept,Y,
每个,267,0.030808,7.819154,160.991158,Concept,Y,
组合,267,0.030124,6.903239,160.899361,Concept,Y,
最优,266,0.038382,7.4424,160.355755,Concept,Y,
变体过程,266,0.0,7.18493,160.318493,Aircraft,Y,
裂纹,265,0.044024,11.68534,160.181741,Concept,Y,
可靠,264,0.022117,7.545014,159.161136,Concept,Y,
驱动器,264,0.069943,7.006496,159.121633,Mechanism,Y,
应变,264,0.038324,3.7133,158.782827,Concept,Y,
决定,263,0.023754,6.860827,158.493209,Concept,Y,
类型,261,0.022952,6.611529,157.268038,Concept,Y,
对称,261,0.025577,6.558249,157.263498,Concept,Y,
寿命,260,0.029642,12.495893,157.258482,Concept,Y,
半径,260,0.019809,10.326294,157.038572,Concept,Y,
而且,260,0.023669,7.421439,156.749245,Concept,Y,
垂直,259,0.026431,10.035261,156.411455,Concept,Y,
运行,257,0.021958,3.946933,154.601281,Concept,Y,
开展,256,0.070228,6.723321,154.2934,Concept,Y,
需求,255,0.080762,6.447023,153.668931,Concept,Y,
长度,255,0.026271,5.382154,153.546097,Concept,Y,
空气动力学,254,0.0,8.508107,153.250811,Performance,Y,
最后,254,0.026209,5.772179,152.985081,Concept,Y,
上下,254,0.051127,4.522689,152.867607,Concept,Y,
气体,254,0.024503,4.116796,152.819031,Concept,Y,
以上,254,0.026168,4.058758,152.813726,Concept,Y,
偏差,253,0.024478,8.053165,152.61266,Concept,Y,
简化,251,0.020218,7.081958,151.314261,Concept,Y,
纤维,250,0.033362,11.02565,151.112574,Concept,Y,
说明,250,0.021048,9.617999,150.968114,Concept,Y,
控制系统,250,0.043691,6.48432,150.661539,ControlMethod,Y,
最小,250,0.025432,6.351364,150.642766,Concept,Y,
传统,249,0.051784,6.989163,150.114452,Concept,Y,
常用,249,0.018333,4.673931,149.872893,Concept,Y,
截面,248,0.024206,7.797927,149.587054,Concept,Y,
生产,247,0.031852,6.96973,148.906529,Concept,Y,
计划,247,0.034514,6.707119,148.881066,Concept,Y,
自动,247,0.021518,5.086298,148.715085,Concept,Y,
模式,247,0.028276,4.804364,148.688919,Concept,Y,
支撑,244,0.029445,11.27573,147.536407,Concept,Y,
成为,245,0.027908,3.609002,147.369273,Concept,Y,
很大,244,0.021947,6.368757,147.04346,Concept,Y,
明显,243,0.033269,9.676728,146.777654,Concept,Y,
这里,243,0.020431,8.48921,146.65505,Concept,Y,
尾翼,243,0.031103,6.143686,146.423699,Structure,Y,
力学,241,0.027174,6.554841,145.263636,Concept,Y,
着陆,239,0.034766,10.80872,144.491302,Mission,Y,
布置,239,0.02256,6.97363,144.104131,Concept,Y,
耦合,238,0.036958,9.020982,143.713185,Concept,Y,
综合,238,0.033582,8.849032,143.694978,Concept,Y,
由此,238,0.016783,5.500854,143.35512,Concept,Y,
风洞试验,237,0.037067,9.313415,143.142462,Concept,Y,
后掠角,237,0.064323,7.780017,142.997299,Concept,Y,
空气动力,237,0.0,7.517679,142.951768,Performance,Y,
限制,237,0.032908,6.824308,142.892303,Concept,Y,
给定,237,0.018567,6.400403,142.845611,Concept,Y,
然后,236,0.023822,7.44041,142.351188,Concept,Y,
角速度,236,0.015691,5.939295,142.198637,Parameter,Y,
亚声速,234,0.095627,8.91457,141.320145,Concept,Y,
智能,234,0.114129,8.42625,141.276864,Concept,Y,
战斗机,234,0.030076,7.322921,141.141315,Concept,Y,
辐射,233,0.018519,10.559716,140.861527,Concept,Y,
连续,233,0.048284,9.047193,140.719204,Concept,Y,
接头,233,0.0241,7.484705,140.5557,Concept,Y,
造成,233,0.020766,6.835939,140.489824,Concept,Y,
可用,233,0.016294,2.928126,140.097701,Concept,Y,
储箱,231,0.024303,11.341166,139.741407,Concept,Y,
疲劳,229,0.03194,12.726265,138.682208,Concept,Y,
太阳,229,0.014694,11.76087,138.580495,Concept,Y,
完全,229,0.022163,8.768692,138.283518,Concept,Y,
针对,229,0.061563,8.024363,138.220905,Concept,Y,
增强,229,0.02728,6.97788,138.105972,Concept,Y,
程度,229,0.028061,3.448374,137.753256,Concept,Y,
三维,226,0.025792,8.617308,136.469468,Concept,Y,
热流,226,0.037222,5.903823,136.201549,Concept,Y,
管理,224,0.027468,8.529445,135.261185,Concept,Y,
气动布局,224,0.0,7.524007,135.152401,Performance,Y,
下面,224,0.02451,3.824348,134.789788,Concept,Y,
冲击,222,0.024927,11.593714,134.36685,Concept,Y,
边界,222,0.025125,10.359546,134.243492,Concept,Y,
解决,222,0.025958,8.820121,134.0898,Concept,Y,
构成,222,0.019734,3.620569,133.567977,Concept,Y,
已经,219,0.029212,9.218455,132.330609,Concept,Y,
或者,219,0.020575,8.289847,132.235157,Concept,Y,
措施,218,0.019135,12.413289,132.04707,Concept,Y,
规划,216,0.024996,9.829558,130.590455,ControlMethod,Y,
数据库,216,0.029243,8.090003,130.417773,Concept,Y,
元件,216,0.024393,7.050675,130.312385,Concept,Y,
集中,216,0.023524,6.648004,130.271857,Concept,Y,
线性,215,0.039905,5.817233,129.593695,Concept,Y,
零件,214,0.025628,7.343288,129.142017,Concept,Y,
公司,212,0.032537,11.537441,128.363505,Concept,Y,
良好,212,0.025461,11.111845,128.318823,Concept,Y,
行动,213,0.027996,3.252684,128.133667,Concept,Y,
调整,212,0.03304,9.123335,128.122246,Concept,Y,
操作,212,0.023519,7.167368,127.923792,Concept,Y,
扩展,211,0.027174,9.088776,127.51703,Concept,Y,
规律,210,0.026862,10.373391,127.045398,Concept,Y,
大量,211,0.027656,3.545755,126.962872,Concept,Y,
失速,209,0.030882,7.029283,126.112193,Concept,Y,
结合,209,0.033514,4.140852,125.82414,Concept,Y,
受到,208,0.016886,6.312861,125.436352,Concept,Y,
关于,208,0.018464,4.526023,125.258142,Concept,Y,
看出,207,0.051418,7.697645,124.98519,Concept,Y,
现象,206,0.02009,9.093133,124.51534,Concept,Y,
巡航,205,0.038515,8.873412,123.898896,Mission,Y,
内部,205,0.019092,6.086419,123.614369,Concept,Y,
模态,205,0.036447,5.840246,123.594959,Concept,Y,
弹体,205,0.013516,4.253238,123.429378,Concept,Y,
重力,205,0.017777,3.764387,123.381772,Concept,Y,
修正,204,0.016907,9.557351,123.360807,Concept,Y,
弯曲,204,0.025957,9.359007,123.343688,Concept,Y,
总体,204,0.028637,6.808355,123.089427,Concept,Y,
成本,204,0.057233,6.189055,123.036075,Concept,Y,
阻尼,203,0.01602,10.261076,122.830914,Concept,Y,
特别,203,0.019013,7.262627,122.531966,Concept,Y,
低速,203,0.038819,5.838089,122.395455,Concept,Y,
某些,201,0.014584,8.876781,121.492053,Concept,Y,
新型航天,201,0.0,8.907867,121.490787,Concept,Y,
单翼,201,0.05112,4.432342,121.05857,Concept,Y,
弹簧,200,0.015723,9.206894,120.925406,Concept,Y,
声速,200,0.025936,8.698546,120.877636,Concept,Y,
扭转,199,0.028986,8.475429,120.256239,Concept,Y,
构造,199,0.017868,5.290396,119.9344,Concept,Y,
偏角,198,0.012773,6.105617,119.414394,Concept,Y,
剖面,197,0.028029,8.169183,119.025327,Concept,Y,
升阻,197,0.08402,7.21642,118.946848,Concept,Y,
最终,196,0.019071,8.62935,118.468656,Concept,Y,
来说,196,0.020658,8.302841,118.436482,Concept,Y,
失效,196,0.019092,8.239256,118.429653,Concept,Y,
足够,195,0.021338,9.362028,117.942604,Concept,Y,
安全,195,0.021004,9.109902,117.917291,Concept,Y,
推进,195,0.018866,6.89637,117.695297,Concept,Y,
航空,195,0.057025,6.257908,117.642898,Concept,Y,
铝合金,194,0.024575,11.29672,117.537045,Concept,Y,
具体,194,0.019004,5.609221,116.966623,Concept,Y,
指标,193,0.025386,7.810344,116.58865,Concept,Y,
部位,192,0.024015,5.939833,115.801188,Concept,Y,
飞行试验,192,0.0,4.585083,115.658508,Mission,Y,
新型航天飞行器,191,0.0,8.203943,115.420394,Mission,Y,
规定,191,0.017648,6.007087,115.206003,Concept,Y,
不变,191,0.019559,3.442235,114.950091,Concept,Y,
物理,190,0.025242,7.759448,114.783517,Concept,Y,
参考,189,0.024542,7.882558,114.195618,Concept,Y,
椭圆,188,0.013086,11.155765,113.919502,Concept,Y,
目的,189,0.018861,2.47971,113.653629,Concept,Y,
转移,188,0.013475,7.880368,113.592079,Concept,Y,
翼尖,188,0.034628,7.121951,113.522584,Concept,Y,
同样,188,0.024559,6.898984,113.497266,Concept,Y,
测量,188,0.016646,6.09317,113.414311,Concept,Y,
积分,188,0.01799,5.802899,113.385687,Concept,Y,
边界层,187,0.027899,8.782906,113.08666,Concept,Y,
频率,186,0.015282,9.72977,112.577562,Concept,Y,
进入,186,0.021904,5.727209,112.179292,Concept,Y,
偏航,186,0.024197,5.697861,112.177045,Concept,Y,
评估,185,0.034942,11.387527,112.149235,Concept,Y,
螺栓,184,0.022626,11.689747,111.575763,Concept,Y,
因而,185,0.015402,5.457037,111.550324,Concept,Y,
非常,184,0.018222,7.573452,111.162812,Concept,Y,
均匀,183,0.01257,11.060214,110.909792,Concept,Y,
