term,freq,tfidf,pmi,score,entity_type,keep,alias
大气,426,0.020087,5.160864,256.122112,Mission,Y,大气环境
推力,425,0.031078,5.779719,255.587295,Parameter,Y,
刚度,423,0.034827,7.138614,254.524309,Parameter,Y,结构刚度
展弦比,418,0.095925,9.636264,251.792404,Parameter,Y,
加速度,412,0.022744,6.928653,247.899688,Parameter,Y,
姿态,409,0.04812,9.695181,246.383954,Concept,Y,飞行姿态
损伤,408,0.066824,11.831464,246.003194,Concept,Y,结构损伤
振动,407,0.028863,6.295291,244.838188,Performance,Y,结构振动
飞行器气动,404,0.0,5.263822,242.926382,Performance,Y,
角度,404,0.058532,4.534224,242.870982,Parameter,Y,迎角/偏转角等角度参数
偏转,402,0.056324,7.561444,241.973042,ControlMethod,Y,舵面偏转/矢量偏转
受力,401,0.031444,5.457518,241.155185,Concept,Y,受力状态
攻角,396,0.134306,8.95242,238.535534,Parameter,Y,攻角 α
aircraft,396,0.337015,5.845453,238.28565,Aircraft,Y,飞行器
马赫数,384,0.078906,7.852244,231.208896,Parameter,Y,马赫数 M
几何,383,0.04306,10.521655,230.865084,Parameter,Y,几何参数
重量,383,0.081553,5.645454,230.389011,Parameter,Y,重量/质量
防热,373,0.0417,8.675199,224.68003,Concept,Y,防热（热防护）
效率,369,0.05068,8.103205,222.225524,Performance,Y,
响应,369,0.050436,6.228299,222.037961,Performance,Y,系统响应
过载,367,0.022315,5.724107,220.779105,Parameter,Y,过载 n
俯仰,364,0.049393,11.554188,219.570237,Concept,Y,俯仰运动
激波,363,0.045522,10.606246,218.874281,Concept,Y,
气动特性,362,0.0,7.158113,217.915811,Performance,Y,
仿真,360,0.072425,11.243199,217.146047,Concept,Y,
动态,358,0.066421,4.377952,215.257721,Performance,Y,动态特性
气流,357,0.035169,5.378124,214.748363,Concept,Y,
引力,356,0.027884,5.658272,214.174192,Parameter,Y,重力/引力
飞行器结构设计,355,0.0,7.316686,213.731669,Structure,Y,
约束,349,0.034122,11.085784,210.518815,Concept,Y,
变量,344,0.02596,4.533518,206.86114,Parameter,Y,
质心,342,0.037503,7.72949,205.9842,Parameter,Y,
原理,340,0.040981,8.04766,204.81706,Concept,Y,工作原理
假设,338,0.028153,7.792215,203.587667,Concept,Y,建模假设
坐标,336,0.025795,9.529523,202.560691,Parameter,Y,坐标系
升力系数,336,0.0,8.051249,202.405125,Performance,Y,
襟翼,336,0.048444,7.815559,202.396089,Structure,Y,
活动机翼,328,0.0,7.837946,197.583795,Structure,Y,
翼展,327,0.056989,4.723904,196.689487,Parameter,Y,
能量,326,0.02671,4.312688,196.039282,Parameter,Y,
惯性,325,0.022749,7.584571,195.765282,Concept,Y,
机动,323,0.029519,2.30865,194.039721,Mission,Y,
建模,322,0.07639,7.923834,194.015301,Concept,Y,数值建模
航天飞行器,318,0.0,5.669167,191.366917,Mission,Y,
公式,316,0.024853,7.281528,190.335609,Concept,Y,数学公式
再入,315,0.043259,9.417336,189.954711,Mission,Y,再入飞行
近似,313,0.023813,10.017923,188.808936,Concept,Y,近似计算
误差,310,0.032729,10.611729,187.070991,Performance,Y,
翅膀,308,0.072225,12.312693,186.052937,Structure,Y,机翼
wing,308,0.260424,7.454992,185.623627,Structure,Y,机翼
精度,308,0.028363,7.14064,185.522573,Performance,Y,计算精度
连杆,305,0.086339,8.414728,183.867375,Mechanism,Y,连杆机构
导数,303,0.056951,4.616203,182.278706,Parameter,Y,
构件,303,0.035083,4.465713,182.257096,Structure,Y,结构构件
特征,302,0.035291,9.451321,182.155719,Concept,Y,特征参数
破坏,300,0.025661,12.325858,181.240284,Concept,Y,结构破坏
算法,301,0.050266,6.193808,181.23446,ControlMethod,Y,
折叠变体飞行器,297,0.0,0.0,178.2,Mechanism,Y,
密封,295,0.032467,10.807234,178.090463,Concept,Y,
密度,295,0.024789,6.332548,177.640691,Parameter,Y,
蒙皮,291,0.06592,11.957691,175.815545,Structure,Y,
弹性,292,0.045562,5.068787,175.720547,Concept,Y,
后缘,290,0.041591,7.621924,174.77467,Structure,Y,
网格,289,0.074045,11.103328,174.532546,Concept,Y,计算网格
预测,286,0.090101,9.888982,172.615929,Concept,Y,预测模型
信息,285,0.028129,11.580163,172.166455,Concept,Y,
非线性,278,0.064992,8.091574,167.628655,Concept,Y,
区域,275,0.027044,10.225182,166.030631,Concept,Y,
轨迹,275,0.020707,9.207929,165.927005,Concept,Y,
弯度,274,0.067774,6.313987,165.051731,Parameter,Y,
加热,272,0.028305,6.330132,163.841505,Concept,Y,
干扰,268,0.046664,10.814025,161.895402,Concept,Y,
起飞,268,0.033603,4.809535,161.291034,Mission,Y,
模拟,267,0.032788,8.823693,161.092206,Concept,Y,仿真
组合,267,0.030124,6.903239,160.899361,Concept,Y,
最优,266,0.038382,7.4424,160.355755,Concept,Y,
变体过程,266,0.0,7.18493,160.318493,Mission,Y,
裂纹,265,0.044024,11.68534,160.181741,Concept,Y,
可靠,264,0.022117,7.545014,159.161136,Performance,Y,可靠性
驱动器,264,0.069943,7.006496,159.121633,Mechanism,Y,
应变,264,0.038324,3.7133,158.782827,Parameter,Y,
类型,261,0.022952,6.611529,157.268038,Concept,Y,
对称,261,0.025577,6.558249,157.263498,Concept,Y,
寿命,260,0.029642,12.495893,157.258482,Performance,Y,
半径,260,0.019809,10.326294,157.038572,Parameter,Y,
垂直,259,0.026431,10.035261,156.411455,Concept,Y,
运行,257,0.021958,3.946933,154.601281,Concept,Y,
需求,255,0.080762,6.447023,153.668931,Concept,Y,
长度,255,0.026271,5.382154,153.546097,Parameter,Y,
空气动力学,254,0.0,8.508107,153.250811,Performance,Y,
上下,254,0.051127,4.522689,152.867607,Concept,Y,
气体,254,0.024503,4.116796,152.819031,Concept,Y,
偏差,253,0.024478,8.053165,152.61266,Performance,Y,
纤维,250,0.033362,11.02565,151.112574,Concept,Y,
控制系统,250,0.043691,6.48432,150.661539,ControlMethod,Y,飞行控制系统
最小,250,0.025432,6.351364,150.642766,Concept,Y,
传统,249,0.051784,6.989163,150.114452,Concept,Y,传统方法
常用,249,0.018333,4.673931,149.872893,Concept,Y,
截面,248,0.024206,7.797927,149.587054,Structure,Y,
计划,247,0.034514,6.707119,148.881066,Mission,Y,
自动,247,0.021518,5.086298,148.715085,ControlMethod,Y,自动控制
模式,247,0.028276,4.804364,148.688919,Concept,Y,工作模式
支撑,244,0.029445,11.27573,147.536407,Structure,Y,支撑结构
尾翼,243,0.031103,6.143686,146.423699,Structure,Y,
力学,241,0.027174,6.554841,145.263636,Concept,Y,
着陆,239,0.034766,10.80872,144.491302,Mission,Y,
布置,239,0.02256,6.97363,144.104131,Structure,Y,布局
耦合,238,0.036958,9.020982,143.713185,Concept,Y,
风洞试验,237,0.037067,9.313415,143.142462,Document,Y,
后掠角,237,0.064323,7.780017,142.997299,Parameter,Y,
空气动力,237,0.0,7.517679,142.951768,Performance,Y,
限制,237,0.032908,6.824308,142.892303,Concept,Y,约束
角速度,236,0.015691,5.939295,142.198637,Parameter,Y,
智能,234,0.114129,8.42625,141.276864,ControlMethod,Y,智能控制
战斗机,234,0.030076,7.322921,141.141315,Aircraft,Y,
辐射,233,0.018519,10.559716,140.861527,Concept,Y,
连续,233,0.048284,9.047193,140.719204,Concept,Y,
接头,233,0.0241,7.484705,140.5557,Structure,Y,
可用,233,0.016294,2.928126,140.097701,Performance,Y,可用性
储箱,231,0.024303,11.341166,139.741407,Structure,Y,
疲劳,229,0.03194,12.726265,138.682208,Concept,Y,
程度,229,0.028061,3.448374,137.753256,Concept,Y,
三维,226,0.025792,8.617308,136.469468,Concept,Y,
热流,226,0.037222,5.903823,136.201549,Concept,Y,
气动布局,224,0.0,7.524007,135.152401,Performance,Y,
冲击,222,0.024927,11.593714,134.36685,Concept,Y,激波冲击
边界,222,0.025125,10.359546,134.243492,Concept,Y,
规划,216,0.024996,9.829558,130.590455,ControlMethod,Y,
数据库,216,0.029243,8.090003,130.417773,Concept,Y,
元件,216,0.024393,7.050675,130.312385,Structure,Y,
线性,215,0.039905,5.817233,129.593695,Concept,Y,
零件,214,0.025628,7.343288,129.142017,Structure,Y,
规律,210,0.026862,10.373391,127.045398,Concept,Y,
失速,209,0.030882,7.029283,126.112193,Performance,Y,
现象,206,0.02009,9.093133,124.51534,Concept,Y,气动/动力学现象
巡航,205,0.038515,8.873412,123.898896,Mission,Y,
模态,205,0.036447,5.840246,123.594959,Concept,Y,
弹体,205,0.013516,4.253238,123.429378,Aircraft,Y,
弯曲,204,0.025957,9.359007,123.343688,Structure,Y,弯曲变形
成本,204,0.057233,6.189055,123.036075,Performance,Y,
阻尼,203,0.01602,10.261076,122.830914,Parameter,Y,
低速,203,0.038819,5.838089,122.395455,Mission,Y,低速飞行
新型航天,201,0.0,8.907867,121.490787,Concept,Y,新型航天飞行器
单翼,201,0.05112,4.432342,121.05857,Structure,Y,
弹簧,200,0.015723,9.206894,120.925406,Structure,Y,
声速,200,0.025936,8.698546,120.877636,Parameter,Y,
扭转,199,0.028986,8.475429,120.256239,Structure,Y,扭转变形
偏角,198,0.012773,6.105617,119.414394,Parameter,Y,
剖面,197,0.028029,8.169183,119.025327,Structure,Y,
升阻,197,0.08402,7.21642,118.946848,Performance,Y,升阻特性
失效,196,0.019092,8.239256,118.429653,Concept,Y,
安全,195,0.021004,9.109902,117.917291,Performance,Y,飞行安全
推进,195,0.018866,6.89637,117.695297,Concept,Y,推进系统
铝合金,194,0.024575,11.29672,117.537045,Structure,Y,
指标,193,0.025386,7.810344,116.58865,Performance,Y,
部位,192,0.024015,5.939833,115.801188,Structure,Y,结构部位
飞行试验,192,0.0,4.585083,115.658508,Mission,Y,
新型航天飞行器,191,0.0,8.203943,115.420394,Aircraft,Y,
规定,191,0.017648,6.007087,115.206003,Concept,Y,技术规定/规范
物理,190,0.025242,7.759448,114.783517,Concept,Y,物理量/物理模型
椭圆,188,0.013086,11.155765,113.919502,Concept,Y,椭圆形
目的,189,0.018861,2.47971,113.653629,Concept,Y,研究目的
翼尖,188,0.034628,7.121951,113.522584,Structure,Y,
测量,188,0.016646,6.09317,113.414311,Concept,Y,
积分,188,0.01799,5.802899,113.385687,Parameter,Y,
边界层,187,0.027899,8.782906,113.08666,Concept,Y,
频率,186,0.015282,9.72977,112.577562,Parameter,Y,
偏航,186,0.024197,5.697861,112.177045,ControlMethod,Y,
螺栓,184,0.022626,11.689747,111.575763,Structure,Y,螺栓连接
均匀,183,0.01257,11.060214,110.909792,Performance,Y,均匀流
下降,183,0.036554,6.400708,110.451037,Mission,Y,下降过程
流场,182,0.032681,7.61085,109.970889,Concept,Y,
平均,182,0.023657,7.636784,109.970775,Parameter,Y,平均值
数字化,180,0.021878,8.101639,108.816727,Concept,Y,
附加,180,0.016636,7.718601,108.776851,Performance,Y,附加载荷
机械,179,0.031511,7.488118,108.158265,Structure,Y,机械结构
随机,179,0.039798,5.338171,107.945757,Concept,Y,随机过程
重复使用新型航天,178,0.0,9.192217,107.719222,Aircraft,Y,重复使用航天飞行器
数量,179,0.019792,3.058562,107.711794,Parameter,Y,
适应,178,0.052096,6.674268,107.483055,ControlMethod,Y,适应性控制
金属,177,0.020092,10.729827,107.27901,Concept,Y,金属材料
刚体,176,0.037809,6.37393,106.248736,Concept,Y,刚体模型
对接,176,0.019846,4.036,106.009554,Mechanism,Y,对接机构
接近,175,0.018894,6.412726,105.646941,Mission,Y,接近阶段
掠翼,175,0.033473,5.9282,105.602862,Structure,Y,
示意图,174,0.016797,8.47239,105.252278,Document,Y,
俯仰力矩,173,0.0,9.402477,104.740248,Parameter,Y,
风洞,172,0.024875,11.429047,104.350367,Concept,Y,风洞试验
重复使用新型航天飞行器,172,0.0,8.209769,104.020977,Aircraft,Y,重复使用航天飞行器
单元,172,0.02232,7.602471,103.966943,Structure,Y,计算单元
缺陷,171,0.020502,12.492223,103.855373,Concept,Y,结构缺陷
分子,171,0.019815,5.619102,103.167855,Concept,Y,
大于,171,0.021823,3.288839,102.935431,Parameter,Y,
过渡,170,0.016201,8.972823,102.902143,Mission,Y,过渡过程
时刻,170,0.017875,8.156846,102.821047,Parameter,Y,时间时刻
标准,170,0.017088,7.682562,102.773382,Document,Y,工程标准
蜂窝,169,0.019369,13.379353,102.743746,Structure,Y,蜂窝夹芯
准则,168,0.01687,7.738453,101.578906,Concept,Y,评价准则
压强,168,0.02002,6.253288,101.431335,Parameter,Y,
循环,167,0.01789,10.203564,101.225724,Mission,Y,循环工况
诱导,167,0.025364,9.365114,101.144121,Concept,Y,诱导效应
效果,167,0.025764,6.904554,100.898185,Performance,Y,效果评估
固化,167,0.019969,6.334779,100.839469,Mechanism,Y,固化过程
超过,167,0.01822,6.172474,100.822713,Parameter,Y,超过阈值
航天飞行,167,0.0,5.49071,100.749071,Mission,Y,
侧向,166,0.015885,6.71417,100.276182,Concept,Y,侧向运动
路径,164,0.021614,9.996616,99.406146,Mission,Y,飞行路径
精确,164,0.017697,8.295451,99.234854,Performance,Y,精确度
机体,165,0.020816,2.24195,99.23044,Structure,Y,
阻力系数,164,0.0,7.82325,99.182325,Performance,Y,
高速,163,0.043805,4.543328,98.267474,Mission,Y,高速飞行
快速,162,0.028309,7.773995,97.985892,Performance,Y,快速响应
树脂,161,0.020666,12.965398,97.90274,Concept,Y,树脂基体
加强,162,0.016642,5.851657,97.790158,Structure,Y,结构加筋
变构,162,0.520519,2.381646,97.59432,Aircraft,Y,变构飞行器
协调,160,0.017087,10.932475,97.098374,ControlMethod,Y,控制协调
传力,161,0.021129,4.485905,97.054929,Structure,Y,传力路径
临界,160,0.015674,10.293095,97.034012,Concept,Y,临界状态
策略,159,0.050205,11.738421,96.588904,ControlMethod,Y,控制策略
贮箱,159,0.029628,11.509312,96.55982,Structure,Y,
承力,160,0.016327,5.124236,96.517322,Performance,Y,承力能力
返回,158,0.01725,11.591125,95.964288,Mission,Y,返回飞行
准确,158,0.021724,7.781014,95.584619,Performance,Y,准确性
优点,158,0.015243,5.862268,95.3908,Concept,Y,
非定常,157,0.060861,9.959858,95.214244,Concept,Y,非定常流动
框架,157,0.018893,10.035981,95.209266,Structure,Y,框架结构
滚转,156,0.025019,8.903455,94.497851,Concept,Y,滚转运动
低温,156,0.024931,7.576726,94.365152,Concept,Y,低温环境
常数,156,0.011667,4.431912,94.046691,Parameter,Y,
输出,154,0.018471,7.304906,93.136032,Parameter,Y,输出量
经验,153,0.019192,6.883855,92.494143,ControlMethod,Y,经验方法
铰链,152,0.024006,12.132793,92.420481,Structure,Y,
总体设计,152,0.026701,7.028838,91.910894,Concept,Y,
太阳能,152,0.011803,6.725989,91.87614,Concept,Y,太阳能系统
信号,151,0.010658,9.87617,91.590814,Parameter,Y,
配置,151,0.015096,6.840709,91.2886,Parameter,Y,参数配置
防护,150,0.021058,10.411374,91.047455,Concept,Y,防护设计
性质,151,0.013928,4.265014,91.03068,Parameter,Y,物性参数
梯度,150,0.015675,7.077357,90.712438,Parameter,Y,
法向,150,0.01342,5.030304,90.507057,Parameter,Y,法向方向
检测,149,0.021729,9.538275,90.360346,ControlMethod,Y,结构检测
转换,149,0.013784,7.49119,90.153254,Concept,Y,物理量转换
面板,149,0.018479,4.652637,89.870808,Structure,Y,蒙皮面板
航天飞行动力学,148,0.0,7.943256,89.594326,Mission,Y,
强度刚度,148,0.0,4.227,89.2227,Performance,Y,强度与刚度
理想,147,0.009337,8.543909,89.057192,Concept,Y,理想模型
平尾,147,0.020134,7.297468,88.935787,Structure,Y,水平尾翼
要素,146,0.011392,6.017654,88.205183,Concept,Y,关键要素
航向,146,0.06361,3.86794,88.005877,Parameter,Y,航向角
飞行速度,145,0.017457,3.933712,87.398608,Performance,Y,
弯矩,144,0.026148,7.454844,87.153329,Parameter,Y,
摆动,144,0.00812,6.63971,87.066407,Concept,Y,摆动运动
压缩,143,0.015775,8.62142,86.666874,Concept,Y,压缩过程
燃料,143,0.021222,8.041476,86.610514,Parameter,Y,
起降,143,0.036769,7.297851,86.540816,Mission,Y,起降阶段
最大升力,143,0.0,7.357757,86.535776,Performance,Y,
黏性,143,0.019568,7.283827,86.534253,Concept,Y,黏性效应
集成,143,0.023339,7.164707,86.523472,Concept,Y,系统集成
自由度,143,0.02164,6.255253,86.432017,Parameter,Y,
投影,142,0.008806,9.746862,86.177328,Parameter,Y,投影量
软件,142,0.01329,8.963825,86.100369,Document,Y,飞行仿真软件
压力系数,142,0.0,7.514151,85.951415,Parameter,Y,
焊接,141,0.020609,8.301953,85.436378,Concept,Y,焊接工艺
补偿,140,0.011827,13.46789,85.350337,ControlMethod,Y,误差补偿
舵面,141,0.021214,6.514633,85.257828,Structure,Y,
导引,141,0.007007,6.185262,85.220628,ControlMethod,Y,制导与导引
关系式,141,0.007986,5.530643,85.15546,Concept,Y,气动/力学关系式
制导,141,0.008651,4.769752,85.079571,Concept,Y,
方程组,140,0.00691,6.965669,84.69864,Concept,Y,
体系,140,0.013561,3.192341,84.323302,Concept,Y,
一体化,139,0.020861,7.961585,84.202417,Concept,Y,
高温,139,0.013378,6.529239,84.056937,Concept,Y,
因子,139,0.014716,6.516812,84.056096,Concept,Y,
样机,139,0.015944,4.493129,83.854096,Concept,Y,
力矩系数,138,0.0,7.020749,83.502075,Performance,Y,
节点,138,0.016684,6.432416,83.448247,Concept,Y,
机翼升力,138,0.0,4.251108,83.225111,Performance,Y,
传动,138,0.018552,4.016352,83.207201,Mechanism,Y,传动系统
目标函数,137,0.0,8.109632,83.010963,Concept,Y,
胶接,137,0.023975,7.994788,83.006671,Mechanism,Y,
测试,137,0.020512,6.950508,82.901205,Concept,Y,
质点,137,0.009354,5.396557,82.742462,Concept,Y,
向量,137,0.014746,3.664676,82.570891,Concept,Y,
夹层,136,0.015943,8.512176,82.456001,Structure,Y,
接口,136,0.013628,7.300459,82.334134,Concept,Y,
平台,135,0.01992,8.467919,81.852768,Concept,Y,飞行平台
指向,135,0.009356,5.942724,81.597079,Concept,Y,
雷达,134,0.013791,9.849505,81.389088,Concept,Y,
检验,134,0.015048,7.75406,81.17992,Concept,Y,
设计方案,134,0.04084,5.614454,80.973698,Concept,Y,
舱门,132,0.022922,9.668784,80.173755,Structure,Y,
扭矩,132,0.020048,8.155125,80.021527,Parameter,Y,
二维,132,0.016059,8.065703,80.011388,Concept,Y,
上下机翼,132,0.0,7.774309,79.977431,Structure,Y,
飞行器飞行,133,0.0,1.750457,79.975046,Mission,Y,
流体,132,0.014294,3.990775,79.603366,Concept,Y,
程序,131,0.010569,7.380319,79.341203,Concept,Y,
航迹,131,0.018904,7.210815,79.326753,Mission,Y,
融合,130,0.02118,8.986071,78.904961,Concept,Y,信息融合
支架,130,0.011804,8.637569,78.867298,Structure,Y,
本书,129,0.014301,9.138743,78.318164,Document,Y,
斜率,129,0.023898,8.699004,78.27707,Parameter,Y,
有效载荷,129,0.01297,8.340764,78.237967,Performance,Y,
合金,129,0.013984,8.310066,78.235202,Concept,Y,合金材料
柔性,129,0.064034,7.658745,78.185085,Concept,Y,柔性结构
计算方法,129,0.01681,5.88187,77.99323,Concept,Y,
电池板,128,0.014195,9.549006,77.759159,Structure,Y,
航天飞机气动,128,0.0,6.030719,77.403072,Performance,Y,
组件,128,0.013126,5.600227,77.363961,Concept,Y,
层压板,126,0.013739,10.106932,76.614815,Structure,Y,
直径,126,0.012986,7.995774,76.403473,Parameter,Y,
气动数据,126,0.0,6.556923,76.255692,Performance,Y,
方案设计,126,0.044462,5.55217,76.168556,Concept,Y,
比例,125,0.010753,6.646659,75.667892,Parameter,Y,
虚拟,124,0.016227,11.732229,75.578091,Concept,Y,虚拟（仿真）
离散,124,0.018963,8.704597,75.276149,Concept,Y,
估算,124,0.011834,7.635607,75.167111,Concept,Y,
选取,124,0.014862,7.527434,75.157202,Concept,Y,
正常,124,0.009162,6.754984,75.078247,Mission,Y,正常工况
推重比,123,0.018491,9.69207,74.774754,Performance,Y,
大气层,123,0.012279,7.829935,74.586677,Concept,Y,
零升,123,0.024474,7.370906,74.544433,Performance,Y,
基准,123,0.013039,7.12974,74.516886,Mission,Y,基准工况
独立,122,0.011457,10.799712,74.283408,Parameter,Y,独立变量
原理验证,122,0.0,10.274951,74.227495,Concept,Y,
代价,122,0.049378,9.249625,74.139776,ControlMethod,Y,代价函数
夹角,122,0.007601,7.373334,73.939614,Parameter,Y,
头部,122,0.017661,6.522772,73.857575,Structure,Y,
飞行过程,122,0.0,4.231048,73.623105,Mission,Y,
控制器,122,0.067993,3.801363,73.600534,ControlMethod,Y,
差异,121,0.011173,9.584401,73.561792,Concept,Y,
轨道平面,121,0.0,7.493288,73.349329,Mission,Y,
改进,121,0.014879,6.176725,73.222136,Concept,Y,性能改进
气动加热,120,0.0,8.043889,72.804389,Performance,Y,
运动参数,120,0.0,6.338428,72.633843,Parameter,Y,
壁板,119,0.017149,8.312291,72.236374,Structure,Y,
位移,119,0.010364,7.521965,72.155306,Parameter,Y,
原则,119,0.010939,7.198653,72.123147,Concept,Y,工程原则
微分方程,118,0.009315,8.809084,71.683703,Concept,Y,
复合,118,0.012461,7.920519,71.59579,Structure,Y,复合（复合材料/复合结构）
固定机翼,118,0.0,7.305488,71.530549,Structure,Y,固定翼
扰动运动,118,0.0,7.301704,71.53017,Mission,Y,
故障,117,0.01471,11.902253,71.394638,Concept,Y,
必要,118,0.0116,5.551164,71.358597,Concept,Y,必要条件
严重,117,0.019975,8.636986,71.069691,Concept,Y,严重故障
功率,117,0.01326,7.74619,70.978597,Parameter,Y,
载荷作用,117,0.0,6.031659,70.803166,Parameter,Y,载荷
本体,117,0.009551,4.287076,70.631573,Structure,Y,本体结构
航程,117,0.020621,3.420615,70.548248,Performance,Y,
约束条件,116,0.014869,8.795095,70.48397,ControlMethod,Y,
气动弹性,116,0.017741,7.29078,70.3344,Performance,Y,
成功,116,0.014855,6.584094,70.262866,Mission,Y,任务成功
太阳能电池板,115,0.0,10.091466,70.009147,Structure,Y,
无人机,115,0.041703,6.967657,69.709277,Aircraft,Y,
