term,freq,tfidf,pmi,score,entity_type,keep,alias
按式,15,29.712439,3.443919,18.258124,Concept,Y,
设备,14,30.284111,7.600516,18.245285,Concept,Y,
航天飞机,14,30.284111,6.927395,18.177973,Aircraft,Y,
根据,15,27.400179,9.258123,18.145866,Concept,Y,
曲线,15,27.400179,8.814535,18.101507,Concept,Y,
哥伦比亚,12,32.087717,12.729303,18.099245,Concept,Y,
无关,14,30.284111,5.513517,18.036585,Concept,Y,
之后,14,30.284111,5.393784,18.024612,Concept,Y,
或者,13,31.021827,8.289854,17.935533,Concept,Y,
发射,13,31.021827,8.021431,17.908691,Concept,Y,
激波,12,32.087717,10.606253,17.88694,Concept,Y,
应变,14,30.284111,3.713138,17.856547,Concept,Y,
可以看到,13,31.021827,7.083338,17.814882,Concept,Y,
双折叠,11,33.873857,10.195021,17.781659,Mechanism,Y,
英国,12,32.087717,9.395773,17.765892,Concept,Y,
加热,13,31.021827,6.330139,17.739562,Concept,Y,
远程火箭与航天器再入弹道,11,33.873857,9.563199,17.718477,Aircraft,Y,
焊接,12,32.087717,8.301961,17.656511,Concept,Y,
双折叠翼变体,11,33.873857,8.38323,17.60048,Mechanism,Y,
马氏体,11,33.873857,8.341264,17.596284,Concept,Y,
法国,13,31.021827,4.575133,17.564061,Concept,Y,
世纪50,12,32.087717,6.692136,17.495529,Concept,Y,
重合,13,31.021827,3.680911,17.474639,Concept,Y,
称为,14,27.73161,6.630754,17.382558,Concept,Y,
越大,14,27.73161,6.585544,17.378037,Concept,Y,
气动设计,12,32.087717,5.275946,17.35391,Performance,Y,
变形,14,27.73161,5.637957,17.283279,Mechanism,Y,
对式,15,27.400179,0.044163,17.22447,Concept,Y,
已知,13,28.120961,9.614756,17.197764,Concept,Y,
则得,12,32.087717,3.023974,17.128713,Concept,Y,
通过单,11,33.873857,3.418009,17.103958,Concept,Y,
行动,11,33.873857,3.252581,17.087415,Concept,Y,
同理,14,27.73161,2.272649,16.946748,Concept,Y,
年代,12,28.635532,8.387788,16.629438,Concept,Y,
尺寸,11,29.413741,11.613378,16.58546,Concept,Y,
升降副翼,12,28.635532,7.863359,16.576996,Concept,Y,
以后,13,28.120961,3.391185,16.575407,Concept,Y,
比如,13,28.120961,3.073691,16.543657,Concept,Y,
影响,14,23.704061,10.023659,16.513584,Concept,Y,
展弦比,13,25.75078,9.636272,16.488861,Concept,Y,
机翼面积,12,28.635532,6.132603,16.40392,Structure,Y,
洛克希德,12,25.95781,13.975555,16.384898,Concept,Y,
翼梁,12,28.635532,4.993908,16.29005,Concept,Y,
第六节,10,30.794415,9.919603,16.230285,Concept,Y,
安全系数,11,29.413741,8.025247,16.226647,Concept,Y,
距离,10,30.794415,9.657512,16.204076,Concept,Y,
航天飞行动力学的发展,10,30.794415,8.962034,16.134528,Mission,Y,
世纪60,11,29.413741,6.692136,16.093336,Concept,Y,
着陆,12,25.95781,10.808727,16.068216,Mission,Y,
结构设计,13,25.75078,5.37269,16.062503,Structure,Y,
储箱的结构设计,10,30.794415,7.854167,16.023741,Structure,Y,
其后,12,28.635532,2.01416,15.992076,Concept,Y,
变为,12,28.635532,0.97392,15.888052,Concept,Y,
虚部,10,30.794415,6.446825,15.883007,Concept,Y,
巡航,12,25.95781,8.87342,15.874685,Mission,Y,
值函数,10,30.794415,6.315526,15.869877,Concept,Y,
剖面,12,25.95781,8.16919,15.804262,Concept,Y,
代入上式,12,25.95781,7.989796,15.786323,Concept,Y,
第2,13,25.75078,2.219697,15.747204,Concept,Y,
利用,12,25.95781,7.211291,15.708472,Concept,Y,
在图,13,25.75078,1.8101,15.706244,Concept,Y,
其表达式为,12,25.95781,6.518504,15.639193,Concept,Y,
使用,13,23.746821,6.778947,15.601941,Concept,Y,
为例,12,25.95781,4.588398,15.446183,Concept,Y,
陈钱,10,26.739764,13.900348,15.411964,Concept,Y,
的情况下,12,25.95781,3.921079,15.379451,Concept,Y,
飞行力学,12,25.95781,3.298364,15.317179,Mission,Y,
版权所有,11,26.249238,8.373369,15.312108,Concept,Y,
说明,12,23.769951,9.618007,15.292786,Concept,Y,
螺栓,10,26.739764,11.689755,15.190905,Concept,Y,
中的,13,23.746821,2.36704,15.16075,Concept,Y,
铝合金,10,26.739764,11.296728,15.151602,Concept,Y,
很小,11,26.249238,6.712508,15.146022,Concept,Y,
否则,12,23.769951,8.123917,15.143377,Concept,Y,
第三,11,26.249238,6.638141,15.138586,Concept,Y,
同样地,11,26.249238,6.041425,15.078914,Concept,Y,
一般而言,12,23.769951,7.308843,15.06187,Concept,Y,
推力,11,26.249238,5.779727,15.052744,Concept,Y,
在本章中,12,23.794659,6.939609,15.032359,Concept,Y,
复合材料,10,26.739764,9.533491,14.975278,Concept,Y,
关于,11,26.249238,4.526031,14.927374,Concept,Y,
为正,11,26.249238,4.149267,14.889698,Concept,Y,
风洞,9,27.714974,11.429054,14.857398,Concept,Y,
动力,12,23.769951,5.065125,14.837498,Concept,Y,
总的来看,11,23.794659,10.62507,14.800905,Concept,Y,
并且,13,20.479734,8.128751,14.756795,Concept,Y,
结果表明,13,20.479734,8.022876,14.746208,Concept,Y,
在20,11,26.249238,2.31723,14.706494,Concept,Y,
复习与思考,9,27.714974,9.868996,14.701392,Concept,Y,
第四节,9,27.714974,9.181198,14.632612,Concept,Y,
超声速,11,23.794659,8.846092,14.623007,Concept,Y,
结构形式,10,26.739764,5.836496,14.605579,Structure,Y,
相对于,10,26.739764,5.562455,14.578175,Concept,Y,
大展弦比变展长变体飞行器设计规律研究,9,27.714974,8.490443,14.563536,Mission,Y,
奥氏体,9,27.714974,8.375986,14.552091,Concept,Y,
双折叠翼变体飞行器,9,27.714974,8.166486,14.531141,Mechanism,Y,
写成,11,23.794659,7.833733,14.521771,Concept,Y,
简单襟翼,9,27.714974,7.618852,14.476377,Concept,Y,
个自由度,9,27.714974,6.758071,14.390299,Concept,Y,
由图2,10,26.739764,3.621564,14.384086,Concept,Y,
相反,12,21.920143,5.724268,14.34847,Concept,Y,
蒙皮,11,21.789122,11.957698,14.332506,Concept,Y,
求出,11,23.794659,5.470633,14.285461,Concept,Y,
转动,12,21.920143,4.739214,14.249964,Concept,Y,
约束,11,21.789122,11.085791,14.245316,Concept,Y,
飞机类型,9,27.714974,4.775796,14.192072,Aircraft,Y,
神舟,9,24.065788,15.048578,14.124594,Concept,Y,
比较式,11,23.794659,2.867399,14.025138,Concept,Y,
由图可见,11,21.789122,8.86269,14.023006,Concept,Y,
此后,11,23.794659,2.449732,13.983371,Concept,Y,
改写成,10,23.862944,8.195879,13.978471,Concept,Y,
俯仰力矩系数,10,23.862944,8.053056,13.964189,Concept,Y,
中等,9,27.714974,2.255035,13.939996,Concept,Y,
阵风,10,23.862944,7.542833,13.913166,Concept,Y,
发动机,11,21.789122,7.377797,13.874516,Concept,Y,
航天器,10,23.862944,6.878546,13.846738,Aircraft,Y,
加力,9,27.714974,1.155366,13.830029,Concept,Y,
可写成,10,23.862944,6.597669,13.81865,Concept,Y,
第8双折叠翼变体飞行器的原理验证研究,23,0.0,0.0,13.8,Mechanism,Y,
分别为,11,21.789122,6.195429,13.756279,Concept,Y,
总编委会,9,24.065788,10.479947,13.667731,Concept,Y,
螺钉,9,24.065788,10.472255,13.666962,Concept,Y,
为零,11,21.789122,5.22701,13.659437,Concept,Y,
定义为,11,21.789122,5.186733,13.65541,Concept,Y,
轨道,9,24.065788,9.176343,13.537371,Concept,Y,
隔框,9,24.065788,9.097135,13.52945,Concept,Y,
弦长,11,20.093464,8.776703,13.50571,Concept,Y,
即为,10,23.862944,3.037975,13.462681,Concept,Y,
现象,10,21.631508,9.09314,13.398766,Concept,Y,
最大起飞重量,10,21.556091,8.60089,13.326916,Mission,Y,
可表示为,11,20.093464,6.262912,13.25433,Concept,Y,
比较,10,21.631508,7.446275,13.23408,Concept,Y,
插图清单,8,24.635532,10.031853,13.193845,Concept,Y,
原麦道,8,24.635532,9.563199,13.14698,Concept,Y,
接触间断,8,24.635532,9.405584,13.131218,Concept,Y,
载荷,11,18.624619,9.336861,13.121072,Performance,Y,
第3章微型航空器的仿生学变形,8,24.635532,8.892446,13.079904,Mechanism,Y,
不难理解,8,24.635532,8.83439,13.074099,Concept,Y,
上下机翼处于不同位置时双翼的升力线斜率,8,24.635532,8.774317,13.068091,Structure,Y,
上下机翼处于不同位置时双翼的失速攻角,8,24.635532,8.774317,13.068091,Structure,Y,
初始应变,8,24.635532,8.216142,13.012274,Concept,Y,
双折叠翼变,8,24.635532,8.176536,13.008313,Mechanism,Y,
重力,11,20.093464,3.764394,13.004479,Concept,Y,
上下机翼处于不同位置时双翼的最大升力系数,8,24.635532,8.109639,13.001624,Structure,Y,
前缘襟翼,8,24.635532,7.898983,12.980558,Concept,Y,
活动机翼,8,24.635532,7.837953,12.974455,Structure,Y,
轴与,9,24.065788,3.459188,12.965655,Concept,Y,
之间的角度,8,24.635532,7.650703,12.95573,Parameter,Y,
冻结,8,24.635532,7.598849,12.950545,Concept,Y,
局部应力,8,24.635532,7.398328,12.930492,Concept,Y,
阶段,10,19.808293,9.646692,12.907157,Concept,Y,
为原准机,8,24.635532,7.039556,12.894615,Concept,Y,
世纪70,8,24.635532,6.692136,12.859873,Concept,Y,
侧缘,8,24.635532,6.621265,12.852786,Concept,Y,
马格,8,24.635532,5.79776,12.770436,Concept,Y,
mpc,9,24.065788,1.461983,12.765935,Concept,Y,
德国,9,21.476649,9.198736,12.762868,Concept,Y,
所谓,9,21.476649,8.983097,12.741304,Concept,Y,
前缘,9,21.476649,8.879748,12.73097,Concept,Y,
必需,8,24.635532,5.388918,12.729552,Concept,Y,
气象,8,24.635532,4.864104,12.67707,Concept,Y,
和6,9,24.065788,-0.952026,12.619736,Concept,Y,
年12,8,24.635532,4.289818,12.619641,Concept,Y,
方程式,8,24.635532,4.053047,12.595964,Concept,Y,
弯矩,9,21.476649,7.454851,12.58848,Concept,Y,
操作,9,21.476649,7.167375,12.559732,Concept,Y,
中循环,8,24.635532,3.513769,12.542037,Concept,Y,
或式,10,21.631508,0.46607,12.536059,Concept,Y,
强子,8,24.635532,2.843564,12.475016,Concept,Y,
振动,9,21.476649,6.295298,12.472525,Concept,Y,
的公式,8,24.635532,2.727118,12.463371,Concept,Y,
随后,10,19.808293,5.100894,12.452577,Concept,Y,
起飞,10,19.808293,4.809434,12.423431,Mission,Y,
俯仰力矩,10,18.266786,9.402484,12.420284,Concept,Y,
联盟,9,19.468357,11.530892,12.393596,Concept,Y,
范围,9,19.468357,11.487778,12.389285,Concept,Y,
飞行高度,9,21.476649,5.13433,12.356428,Performance,Y,
反之为负,8,21.391811,11.078545,12.325398,Concept,Y,
结构简单,9,21.476649,4.726812,12.315676,Structure,Y,
的情况,10,19.808293,3.62396,12.304884,Concept,Y,
的定义,10,19.808293,3.070428,12.249531,Concept,Y,
装置,10,18.266786,7.642464,12.244282,Concept,Y,
从图中可以看出,10,17.827463,8.745343,12.222773,Concept,Y,
飞行时间,9,21.476649,3.388293,12.181824,Mission,Y,
普朗特,8,21.391811,9.618168,12.17936,Concept,Y,
研究表明,10,18.266786,6.933422,12.173378,Concept,Y,
研究结果表明,10,17.827463,8.038407,12.15208,Concept,Y,
由此可知,9,19.468357,8.60708,12.101215,Concept,Y,
之和,9,21.476649,2.322712,12.075266,Concept,Y,
雷诺数,9,19.468357,7.939714,12.034479,Parameter,Y,
数据库,8,21.391811,8.090011,12.026544,Concept,Y,
襟翼,9,19.468357,7.815567,12.022064,Concept,Y,
转移,8,21.391811,7.880376,12.005581,Concept,Y,
第7双折叠翼变体飞行器总体设计方法研究,20,0.0,0.0,12.0,Mechanism,Y,
锥如对于织梁来说锥如对于织梁来说,20,0.0,0.0,12.0,Concept,Y,
夹层结构,8,21.391811,7.602432,11.977787,Structure,Y,
压力系数,8,21.391811,7.514158,11.968959,Concept,Y,
之间的关系,9,19.090355,8.302339,11.95734,Concept,Y,
因此式,9,21.476649,1.135487,11.956543,Concept,Y,
论文,8,21.391811,7.315646,11.949108,Concept,Y,
平尾,8,21.391811,7.297475,11.947291,Concept,Y,
在0,10,19.808293,-1.234046,11.942488,Concept,Y,
最大,8,21.391811,6.862126,11.903756,Concept,Y,
世纪80,8,21.391811,6.692136,11.886757,Concept,Y,
的表达式,10,18.266786,4.046456,11.884681,Concept,Y,
例1,9,21.476649,0.16598,11.859593,Concept,Y,
中的分量,8,21.391811,6.309366,11.84848,Concept,Y,
飞机总体设计,8,21.391811,6.309228,11.848466,Aircraft,Y,
裂痕,7,21.556091,11.517136,11.818541,Concept,Y,
转轴,8,21.391811,5.810534,11.798597,Concept,Y,
概论,8,21.391811,5.762771,11.793821,Concept,Y,
如下,8,21.391811,5.711009,11.788644,Concept,Y,
换句话说,8,19.090355,11.679831,11.69509,Concept,Y,
从图5,9,19.468357,4.456574,11.686165,Concept,Y,
降低,9,17.827463,9.274273,11.675666,Concept,Y,
于是有,8,21.391811,4.510872,11.668631,Concept,Y,
椭圆,8,19.090355,11.155772,11.642684,Concept,Y,
转载自,7,21.556091,9.702998,11.637127,Concept,Y,
的距离,9,19.468357,3.810283,11.621535,Concept,Y,
符号,8,19.090355,10.5459,11.581696,Concept,Y,
航程,8,21.391811,3.420623,11.559606,Performance,Y,
动稳定性,8,21.391811,3.332818,11.550825,Performance,Y,
上下机翼处于不同位置时双翼的零升攻角,7,21.556091,8.774317,11.544259,Structure,Y,
临界压强,7,21.556091,8.756181,11.542445,Concept,Y,
气动实验与测量控制,7,21.556091,8.61517,11.528344,ControlMethod,Y,
看出,9,17.827463,7.697652,11.518004,Concept,Y,
编著,8,19.090355,9.866131,11.51372,Concept,Y,
抛物线,8,19.090355,9.626048,11.489711,Concept,Y,
本章小结,7,21.556091,8.084276,11.475255,Concept,Y,
火神,7,21.556091,8.058474,11.472675,Concept,Y,
形状,9,17.827463,7.176873,11.465926,Concept,Y,
可重复使用新型航天飞机结构设计,7,21.556091,7.910218,11.457849,Structure,Y,
翼根效应,7,21.556091,7.898983,11.456726,Concept,Y,
双折叠翼,7,21.556091,7.865879,11.453415,Mechanism,Y,
飞行器结构可靠性设计,7,21.556091,7.570246,11.423852,Structure,Y,
选择,9,16.440107,10.872767,11.419309,Concept,Y,
代人式,7,21.556091,7.52477,11.419304,Concept,Y,
相关,9,17.827463,6.609735,11.409212,Concept,Y,
关键技术,8,19.090355,8.687667,11.395873,Concept,Y,
环境,9,16.440107,10.458521,11.377884,Concept,Y,
和6度攻角,10,15.397208,7.485229,11.367685,Parameter,Y,
横向,8,19.090355,8.113393,11.338446,Concept,Y,
世纪30,7,21.556091,6.692136,11.336041,Concept,Y,
从而,8,19.090355,7.729653,11.300072,Concept,Y,
由此可得,8,19.090355,7.549369,11.282043,Concept,Y,
世纪,8,17.305206,12.658573,11.257419,Concept,Y,
遗传算法,9,16.440107,9.226038,11.254636,ControlMethod,Y,
无人机,8,19.090355,6.967664,11.223873,Aircraft,Y,
变后掠,8,19.090355,6.528586,11.179965,Concept,Y,
责任编辑,9,14.178277,15.179208,11.171404,Concept,Y,
主襟翼,7,21.556091,4.96092,11.162919,Concept,Y,
平面,8,19.090355,6.329249,11.160031,Concept,Y,
算法,8,19.090355,6.193815,11.146488,ControlMethod,Y,
设计变量,8,19.090355,6.114347,11.138541,Concept,Y,
的单位矢量,7,21.556091,4.639885,11.130816,Concept,Y,
阻力系数,9,16.440107,7.823258,11.114358,Concept,Y,
积分,8,19.090355,5.802906,11.107397,Concept,Y,
上表面,8,19.090355,5.579828,11.085089,Concept,Y,
下单翼,8,19.090355,5.578488,11.084955,Concept,Y,
的作用,9,17.827463,3.347945,11.083033,Concept,Y,
上机翼,7,21.556091,4.152634,11.082091,Structure,Y,
