term,freq,tfidf,pmi,score,entity_type,keep,alias
倍弦长,6,18.476649,10.122154,10.15521,Parameter,Y,
迎角,7,16.704061,8.935354,10.104754,Parameter,Y,
声速,7,16.704061,8.698554,10.081074,Parameter,Y,
垂尾,6,18.476649,9.015171,10.044512,Structure,Y,
层流翼型,6,18.476649,8.877846,10.030779,Structure,Y,
超临界翼型,6,18.476649,8.877846,10.030779,Structure,Y,
后缘增升装置,6,18.476649,8.846447,10.027639,Mechanism,Y,
飞行试验,8,15.846634,4.584927,10.012483,Mission,Y,
参考面积,7,16.704061,7.992531,10.010471,Parameter,Y,
诱导阻力系数,7,16.704061,7.916775,10.002896,Performance,Y,
翼载荷,7,18.717835,1.702585,9.985609,Performance,Y,
铝合金蒙皮,6,18.476649,8.289237,9.971918,Structure,Y,
可靠性,7,16.704061,7.487982,9.960016,Performance,Y,
展开,7,16.704061,7.447987,9.956017,Mechanism,Y,
偏航阻尼导数,6,18.476649,8.109639,9.953959,Parameter,Y,
滚转阻尼导数,6,18.476649,8.109639,9.953959,Parameter,Y,
复合材料结构的耐久性,6,18.476649,8.106957,9.95369,Performance,Y,复合材料结构耐久性
复合材料结构耐久性,6,18.476649,8.106957,9.95369,Performance,Y,
三缝襟翼,6,18.476649,7.898983,9.932893,Mechanism,Y,
飞行器结构及其设计,6,18.476649,7.570246,9.900019,Structure,Y,
飞行器结构数字化设计,6,18.476649,7.570246,9.900019,Structure,Y,
固定机翼,6,18.476649,7.305495,9.873544,Structure,Y,
轴向力系数,6,18.476649,7.29127,9.872122,Parameter,Y,
展长,7,16.704061,6.500979,9.861316,Parameter,Y,
弯度,7,16.704061,6.313995,9.842618,Parameter,Y,
应用变体技术减少了50,6,18.476649,6.692136,9.812208,Performance,Y,
低速,7,16.704061,5.838097,9.795028,Mission,Y,
主要任务,6,18.476649,5.541198,9.697115,Mission,Y,
气动热,7,16.704061,4.831932,9.694411,Performance,Y,
采样,6,18.476649,4.447896,9.587784,ControlMethod,Y,
策略,6,16.043859,11.738429,9.587,ControlMethod,Y,
喷气运输机,7,15.397208,7.540027,9.573165,Aircraft,Y,
高马赫数,7,16.043859,5.204624,9.53362,Parameter,Y,
相对厚度,7,15.142056,7.889841,9.531601,Parameter,Y,
厚度,7,15.142056,7.594801,9.502097,Parameter,Y,
机翼变体,6,18.476649,3.461122,9.489107,Mechanism,Y,
设计载荷,6,18.476649,3.242732,9.467268,Performance,Y,
热导率,6,16.043859,9.802063,9.393364,Parameter,Y,
临近空间,6,16.043859,9.317573,9.344915,Mission,Y,
装配,6,16.043859,8.998549,9.313012,Structure,Y,
约束条件,6,16.043859,8.795102,9.292668,Parameter,Y,
滚转力矩系数,6,16.043859,8.109639,9.224122,Parameter,Y,
最优解,6,16.043859,8.09719,9.222877,Performance,Y,
四元数,6,16.043859,8.030784,9.216236,Parameter,Y,
运动学方程,6,16.043859,7.734071,9.186565,Concept,Y,
法向力系数,6,16.043859,7.397809,9.152939,Parameter,Y,
铰链,6,14.317766,12.1328,9.10861,Structure,Y,
偏航角,6,16.043859,6.676303,9.080788,Parameter,Y,
后掠翼,6,16.043859,5.984193,9.011577,Structure,Y,
