id,name,entity_type,source_doc
复合材料结构耐久性,复合材料结构耐久性,Performance,DOC001
装配,装配,Structure,DOC001
实现,实现,Concept,DOC001
数据库,数据库,Concept,DOC001
定义,定义,Concept,DOC001
方式,方式,Concept,DOC001
检测,检测,Concept,DOC001
利用,利用,Concept,DOC001
它的,它的,Concept,DOC001
并且,并且,Concept,DOC001
由此,由此,Concept,DOC001
之间,之间,Concept,DOC001
着陆,着陆,Mission,DOC001
能力,能力,Concept,DOC001
部件,部件,Concept,DOC001
相对,相对,Concept,DOC001
再入,再入,Mission,DOC001
动力,动力,Concept,DOC001
的能力,的能力,Concept,DOC001
可靠性,可靠性,Performance,DOC001
从而,从而,Concept,DOC001
展长,展长,Parameter,DOC001
速度,速度,Parameter,DOC001
控制系统,控制系统,ControlMethod,DOC001
推进系统,推进系统,Concept,DOC001
根据,根据,Concept,DOC001
通常,通常,Concept,DOC001
热防护系统,热防护系统,Concept,DOC001
推进,推进,Concept,DOC001
部分,部分,Concept,DOC001
刚度,刚度,Performance,DOC001
精度,精度,Concept,DOC001
焊接,焊接,Concept,DOC001
关系,关系,Concept,DOC001
维护,维护,Concept,DOC001
因为,因为,Concept,DOC001
约束,约束,Concept,DOC001
系数,系数,Parameter,DOC001
综合分析,综合分析,Concept,DOC001
以下,以下,Concept,DOC001
使得,使得,Concept,DOC001
在这,在这,Concept,DOC001
确定,确定,Concept,DOC001
相比,相比,Concept,DOC001
选择,选择,Concept,DOC001
较好,较好,Concept,DOC001
日本,日本,Concept,DOC001
世纪60,世纪60,Concept,DOC001
年代,年代,Concept,DOC001
计划,计划,Concept,DOC001
波音,波音,Concept,DOC001
发动机,发动机,Structure,DOC001
进一步,进一步,Concept,DOC001
主要包括,主要包括,Concept,DOC001
巡航,巡航,Mission,DOC001
状态,状态,Parameter,DOC001
运输,运输,Concept,DOC001
可靠,可靠,Concept,DOC001
机动,机动,Mission,DOC001
可将,可将,Concept,DOC001
操作,操作,Concept,DOC001
变为,变为,Concept,DOC001
空中,空中,Concept,DOC001
比如,比如,Concept,DOC001
风洞,风洞,Concept,DOC001
服务,服务,Concept,DOC001
第一,第一,Concept,DOC001
年4,年4,Concept,DOC001
无人机,无人机,Aircraft,DOC001
制导,制导,Concept,DOC001
防热,防热,Concept,DOC001
进场,进场,Concept,DOC001
一阶,一阶,Concept,DOC001
转移,转移,Concept,DOC001
的要求,的要求,Concept,DOC001
之外,之外,Concept,DOC001
称为,称为,Concept,DOC001
助推器,助推器,Concept,DOC001
起飞,起飞,Mission,DOC001
外形,外形,Concept,DOC001
年12,年12,Concept,DOC001
之后,之后,Concept,DOC001
按照,按照,Concept,DOC001
俄罗斯,俄罗斯,Concept,DOC001
展开,展开,Mechanism,DOC001
苏联,苏联,Concept,DOC001
联盟,联盟,Concept,DOC001
高超声速,高超声速,Mission,DOC001
法国,法国,Concept,DOC001
最大,最大,Concept,DOC001
马赫数,马赫数,Parameter,DOC001
超声速,超声速,Mission,DOC001
稳定,稳定,Concept,DOC001
分离,分离,Mechanism,DOC001
最后,最后,Concept,DOC001
世纪80,世纪80,Concept,DOC001
航程,航程,Performance,DOC001
不同,不同,Concept,DOC001
气动,气动,Performance,DOC001
最终,最终,Concept,DOC001
除此之外,除此之外,Concept,DOC001
导航,导航,Concept,DOC001
装置,装置,Concept,DOC001
英国,英国,Concept,DOC001
气动力,气动力,Performance,DOC001
在0,在0,Concept,DOC001
质量,质量,Concept,DOC001
策略,策略,ControlMethod,DOC001
运行,运行,Concept,DOC001
形成,形成,Concept,DOC001
必需,必需,Concept,DOC001
高度,高度,Performance,DOC001
约为,约为,Concept,DOC001
附近,附近,Concept,DOC001
不变,不变,Concept,DOC001
意义,意义,Concept,DOC001
气动热,气动热,Performance,DOC001
布局,布局,Concept,DOC001
此处,此处,Concept,DOC001
简单,简单,Concept,DOC001
组合,组合,Concept,DOC001
循环,循环,Concept,DOC001
物理,物理,Concept,DOC001
高空,高空,Concept,DOC001
示意图,示意图,Concept,DOC001
的速度,的速度,Parameter,DOC001
的问题,的问题,Concept,DOC001
产生,产生,Concept,DOC001
推力,推力,Performance,DOC001
滑翔,滑翔,Concept,DOC001
首先,首先,Concept,DOC001
加热,加热,Concept,DOC001
此后,此后,Concept,DOC001
同样,同样,Concept,DOC001
行器,行器,Concept,DOC001
作用,作用,Concept,DOC001
振动,振动,Performance,DOC001
冲击,冲击,Concept,DOC001
变化,变化,Mechanism,DOC001
运动,运动,Concept,DOC001
以上,以上,Concept,DOC001
或者,或者,Concept,DOC001
现象,现象,Concept,DOC001
变形,变形,Mechanism,DOC001
条件,条件,Concept,DOC001
位置,位置,Concept,DOC001
电子,电子,Concept,DOC001
太阳,太阳,Concept,DOC001
高低,高低,Concept,DOC001
整体结构,整体结构,Structure,DOC001
尺寸,尺寸,Parameter,DOC001
的影响,的影响,Concept,DOC001
个阶段,个阶段,Concept,DOC001
因素,因素,Concept,DOC001
比较,比较,Concept,DOC001
方案设计,方案设计,Concept,DOC001
设计要求,设计要求,Concept,DOC001
的情况,的情况,Concept,DOC001
给出,给出,Concept,DOC001
的结果,的结果,Concept,DOC001
获得,获得,Concept,DOC001
以后,以后,Concept,DOC001
然后,然后,Concept,DOC001
参数,参数,Parameter,DOC001
动力学分析,动力学分析,Concept,DOC001
实际上,实际上,Concept,DOC001
有关,有关,Concept,DOC001
来确定,来确定,Concept,DOC001
飞航导弹,飞航导弹,Concept,DOC001
返回舱,返回舱,Aircraft,DOC001
机翼,机翼,Structure,DOC001
垂直尾翼,垂直尾翼,Structure,DOC001
起落架,起落架,Concept,DOC001
铝合金,铝合金,Structure,DOC001
蒙皮,蒙皮,Structure,DOC001
组件,组件,Concept,DOC001
支架,支架,Structure,DOC001
螺栓,螺栓,Structure,DOC001
固定,固定,Concept,DOC001
可用,可用,Concept,DOC001
指令,指令,Concept,DOC001
早期,早期,Concept,DOC001
俯仰,俯仰,ControlMethod,DOC001
分布,分布,Concept,DOC001
俯视,俯视,Concept,DOC001
直径,直径,Concept,DOC001
铰链,铰链,Structure,DOC001
测量,测量,Concept,DOC001
对接,对接,Concept,DOC001
情况下,情况下,Concept,DOC001
隔热层,隔热层,Structure,DOC001
玻璃,玻璃,Concept,DOC001
相同,相同,Concept,DOC001
纤维,纤维,Concept,DOC001
伸展机构,伸展机构,Concept,DOC001
电缆,电缆,Concept,DOC001
夹层结构,夹层结构,Structure,DOC001
对称,对称,Concept,DOC001
面板,面板,Concept,DOC001
环氧树脂,环氧树脂,Structure,DOC001
0°,0°,Parameter,DOC001
45°,45°,Parameter,DOC001
厚度,厚度,Parameter,DOC001
蜂窝夹芯,蜂窝夹芯,Concept,DOC001
接头,接头,Concept,DOC001
转动,转动,Concept,DOC001
压力,压力,Concept,DOC001
和图,和图,Concept,DOC001
梁皮,梁皮,Concept,DOC001
尾翼,尾翼,Structure,DOC001
前翼,前翼,Concept,DOC001
强度高,强度高,Concept,DOC001
垂尾,垂尾,Structure,DOC001
支座,支座,Concept,DOC001
均为,均为,Concept,DOC001
环氧树脂复合材料,环氧树脂复合材料,Structure,DOC001
面积,面积,Concept,DOC001
升力,升力,Concept,DOC001
升降副翼,升降副翼,ControlMethod,DOC001
连续,连续,Concept,DOC001
下表面,下表面,Concept,DOC001
翼梁,翼梁,Structure,DOC001
平面,平面,Concept,DOC001
前缘,前缘,Structure,DOC001
外侧,外侧,Structure,DOC001
拉杆,拉杆,Concept,DOC001
翼肋,翼肋,Concept,DOC001
内侧,内侧,Structure,DOC001
轴和,轴和,Concept,DOC001
衬条,衬条,Concept,DOC001
副翼,副翼,ControlMethod,DOC001
40°,40°,Parameter,DOC001
25°,25°,Parameter,DOC001
上表面,上表面,Concept,DOC001
剖面,剖面,Concept,DOC001
后缘,后缘,Structure,DOC001
扭矩,扭矩,Concept,DOC001
翼助,翼助,Concept,DOC001
方向舵,方向舵,ControlMethod,DOC001
舵面,舵面,Structure,DOC001
其后,其后,Concept,DOC001
27°,27°,Parameter,DOC001
49.30°,49.30°,Parameter,DOC001
序号,序号,Concept,DOC001
为例,为例,Concept,DOC001
美国航天飞机,美国航天飞机,Aircraft,DOC001
年10,年10,Concept,DOC001
如下,如下,Concept,DOC001
看出,看出,Concept,DOC001
所示为,所示为,Concept,DOC001
可以认为,可以认为,Concept,DOC001
胶接,胶接,Structure,DOC001
数量,数量,Concept,DOC001
减小,减小,Concept,DOC001
重量,重量,Parameter,DOC001
的情况下,的情况下,Concept,DOC001
的振动,的振动,Concept,DOC001
碳纤维,碳纤维,Concept,DOC001
双马,双马,Concept,DOC001
研究中心,研究中心,Concept,DOC001
固化,固化,Concept,DOC001
钛合金,钛合金,Concept,DOC001
弯矩,弯矩,Performance,DOC001
发动机推力,发动机推力,Performance,DOC001
增加,增加,Concept,DOC001
由图2,由图2,Concept,DOC001
可知,可知,Concept,DOC001
我们,我们,Concept,DOC001
分别为,分别为,Concept,DOC001
角度,角度,Parameter,DOC001
平衡,平衡,Concept,DOC001
隔框,隔框,Structure,DOC001
翼载荷,翼载荷,Performance,DOC001
阻力,阻力,Concept,DOC001
定义为,定义为,Concept,DOC001
复合材料结构设计,复合材料结构设计,Structure,DOC001
翼展,翼展,Structure,DOC001
可重复使用新型航天飞机结构设计,可重复使用新型航天飞机结构设计,Structure,DOC001
侧视,侧视,Concept,DOC001
轴向,轴向,Concept,DOC001
51.6°,51.6°,Parameter,DOC001
98°,98°,Parameter,DOC001
续表,续表,Concept,DOC001
热流,热流,Concept,DOC001
密度,密度,Parameter,DOC001
优点,优点,Concept,DOC001
空隙,空隙,Concept,DOC001
缺点,缺点,Concept,DOC001
的增加,的增加,Concept,DOC001
随后,随后,Concept,DOC001
流动,流动,Concept,DOC001
热导率,热导率,Parameter,DOC001
增大,增大,Concept,DOC001
收缩,收缩,Concept,DOC001
横向,横向,Concept,DOC001
力矩,力矩,Concept,DOC001
应力,应力,Concept,DOC001
取为,取为,Concept,DOC001
可以看到,可以看到,Concept,DOC001
着陆速度,着陆速度,Mission,DOC001
相对于,相对于,Concept,DOC001
度时,度时,Concept,DOC001
关于,关于,Concept,DOC001
这时,这时,Concept,DOC001
来说,来说,Concept,DOC001
扩展,扩展,Concept,DOC001
的时间,的时间,Concept,DOC001
低空,低空,Concept,DOC001
名称,名称,Concept,DOC001
来看,来看,Concept,DOC001
刚度要求,刚度要求,Parameter,DOC001
为第,为第,Concept,DOC001
转轴,转轴,Structure,DOC001
坐标系,坐标系,Parameter,DOC001
重合,重合,Concept,DOC001
坐标,坐标,Parameter,DOC001
从图,从图,Concept,DOC001
而在,而在,Concept,DOC001
即可,即可,Concept,DOC001
在图中,在图中,Concept,DOC001
翼型,翼型,Structure,DOC001
变体,变体,Aircraft,DOC001
综上所述,综上所述,Concept,DOC001
升阻比,升阻比,Performance,DOC001
企业,企业,Concept,DOC001
对于,对于,Concept,DOC001
的原则,的原则,Concept,DOC001
考虑到,考虑到,Concept,DOC001
的形式,的形式,Concept,DOC001
形状,形状,Concept,DOC001
下降,下降,Concept,DOC001
任意,任意,Concept,DOC001
设计载荷,设计载荷,Performance,DOC001
材料特性,材料特性,Concept,DOC001
之比,之比,Concept,DOC001
那么,那么,Concept,DOC001
重力,重力,Concept,DOC001
湿度,湿度,Concept,DOC001
的变化,的变化,Concept,DOC001
特别是,特别是,Concept,DOC001
局部应力,局部应力,Performance,DOC001
分层,分层,Concept,DOC001
起吊,起吊,Concept,DOC001
量级,量级,Concept,DOC001
迅速,迅速,Concept,DOC001
阵风,阵风,Mission,DOC001
弹簧,弹簧,Structure,DOC001
与此同时,与此同时,Concept,DOC001
距离,距离,Concept,DOC001
真空,真空,Concept,DOC001
11Pa,11Pa,Parameter,DOC001
冻结,冻结,Concept,DOC001
缺陷,缺陷,Concept,DOC001
气动特性,气动特性,Performance,DOC001
解为,解为,Concept,DOC001
描述,描述,Concept,DOC001
偏差,偏差,Concept,DOC001
安全系数,安全系数,Performance,DOC001
求解,求解,Concept,DOC001
假设,假设,Concept,DOC001
给出了,给出了,Concept,DOC001
应变,应变,Parameter,DOC001
最小,最小,Concept,DOC001
相应地,相应地,Concept,DOC001
的分量,的分量,Concept,DOC001
和速度,和速度,Parameter,DOC001
输出,输出,Concept,DOC001
气象,气象,Concept,DOC001
翼载,翼载,Concept,DOC001
30°,30°,Parameter,DOC001
以内,以内,Concept,DOC001
加力,加力,Concept,DOC001
洛克希德,洛克希德,Concept,DOC001
环氧复合材料,环氧复合材料,Concept,DOC001
已知,已知,Concept,DOC001
因子,因子,Concept,DOC001
一般地,一般地,Concept,DOC001
在设计中,在设计中,Concept,DOC001
切割,切割,Concept,DOC001
可以得到,可以得到,Concept,DOC001
即为,即为,Concept,DOC001
安全寿命,安全寿命,Concept,DOC001
的增大,的增大,Concept,DOC001
写成,写成,Concept,DOC001
的定义,的定义,Concept,DOC001
按式,按式,Concept,DOC001
攻角,攻角,Parameter,DOC001
缩比,缩比,Concept,DOC001
激波,激波,Concept,DOC001
红外,红外,Concept,DOC001
适用范围,适用范围,Concept,DOC001
在某些情况下,在某些情况下,Concept,DOC001
凹槽,凹槽,Concept,DOC001
越大,越大,Concept,DOC001
曲线,曲线,Concept,DOC001
求出,求出,Concept,DOC001
关系曲线,关系曲线,Concept,DOC001
支承,支承,Concept,DOC001
雷诺数,雷诺数,Parameter,DOC001
可得到,可得到,Concept,DOC001
否则,否则,Concept,DOC001
其次,其次,Concept,DOC001
检验内容,检验内容,Concept,DOC001
裂痕,裂痕,Structure,DOC001
超声波,超声波,Concept,DOC001
研制成功,研制成功,Concept,DOC001
均匀度,均匀度,Concept,DOC001
脱胶,脱胶,Concept,DOC001
原理性研制,原理性研制,Concept,DOC001
计算方法,计算方法,Concept,DOC001
公式,公式,Concept,DOC001
一方面,一方面,Concept,DOC001
较小,较小,Concept,DOC001
为负值,为负值,Concept,DOC001
和苏,和苏,Concept,DOC001
和式,和式,Concept,DOC001
其主要化学组成为铝,其主要化学组成为铝,Concept,DOC001
其主要化学组成为镍,其主要化学组成为镍,Concept,DOC001
因而,因而,Concept,DOC001
氧化铝,氧化铝,Concept,DOC001
则有,则有,Concept,DOC001
变体飞行器,变体飞行器,Mission,DOC001
这是,这是,Concept,DOC001
当然,当然,Concept,DOC001
比刚度,比刚度,Concept,DOC001
对应的,对应的,Concept,DOC001
常数,常数,Concept,DOC001
90°,90°,Parameter,DOC001
也就是说,也就是说,Concept,DOC001
第三,第三,Concept,DOC001
很小,很小,Concept,DOC001
结构形式,结构形式,Structure,DOC001
质量小,质量小,Concept,DOC001
对于单,对于单,Concept,DOC001
整流罩,整流罩,Concept,DOC001
简称,简称,Concept,DOC001
型机,型机,Concept,DOC001
德国,德国,Concept,DOC001
在工程上,在工程上,Concept,DOC001
总之,总之,Concept,DOC001
主要任务,主要任务,Mission,DOC001
可表示为,可表示为,Concept,DOC001
分量,分量,Concept,DOC001
的值,的值,Concept,DOC001
椭圆,椭圆,Concept,DOC001
层压板,层压板,Concept,DOC001
这里,这里,Concept,DOC001
在图,在图,Concept,DOC001
在这种情况下,在这种情况下,Concept,DOC001
的公式,的公式,Concept,DOC001
写出,写出,Concept,DOC001
的表达式,的表达式,Concept,DOC001
积分,积分,Concept,DOC001
这种情况下,这种情况下,Concept,DOC001
的距离,的距离,Concept,DOC001
由此可得,由此可得,Concept,DOC001
按公式,按公式,Concept,DOC001
于是,于是,Concept,DOC001
在图4,在图4,Concept,DOC001
计算出,计算出,Concept,DOC001
由图4,由图4,Concept,DOC001
或式,或式,Concept,DOC001
求得,求得,Concept,DOC001
根据图4,根据图4,Concept,DOC001
函数,函数,Concept,DOC001
因此式,因此式,Concept,DOC001
与式,与式,Concept,DOC001
修正系数,修正系数,Concept,DOC001
同样地,同样地,Concept,DOC001
如表,如表,Concept,DOC001
从式,从式,Concept,DOC001
之和,之和,Concept,DOC001
无关,无关,Concept,DOC001
所示的,所示的,Concept,DOC001
为正,为正,Concept,DOC001
应用式,应用式,Concept,DOC001
相反,相反,Concept,DOC001
代替,代替,Concept,DOC001
螺钉,螺钉,Structure,DOC001
的翼型,的翼型,Structure,DOC001
在弹,在弹,Concept,DOC001
见表,见表,Concept,DOC001
一般情况下,一般情况下,Concept,DOC001
泊松比,泊松比,Concept,DOC001
研究表明,研究表明,Concept,DOC001
讨论,讨论,Concept,DOC001
2°,2°,Parameter,DOC001
这表明,这表明,Concept,DOC001
事实上,事实上,Concept,DOC001
中循环,中循环,Concept,DOC001
降低成本,降低成本,Concept,DOC001
世纪70,世纪70,Concept,DOC001
年代末,年代末,Concept,DOC001
所谓,所谓,Concept,DOC001
为负,为负,Concept,DOC001
比热容,比热容,Concept,DOC001
结果表明,结果表明,Concept,DOC001
研究结果表明,研究结果表明,Concept,DOC001
轴向力,轴向力,Concept,DOC001
一般而言,一般而言,Concept,DOC001
孔径,孔径,Parameter,DOC001
注意到,注意到,Concept,DOC001
材料厚度,材料厚度,Parameter,DOC001
中板,中板,Concept,DOC001
中等,中等,Concept,DOC001
6°,6°,Parameter,DOC001
8°,8°,Parameter,DOC001
王旭,王旭,Concept,DOC001
偏航,偏航,ControlMethod,DOC001
对于可重复使用新型航天飞行器而言,对于可重复使用新型航天飞行器而言,Mission,DOC001
结构简单,结构简单,Structure,DOC001
功率,功率,Concept,DOC001
螺杆,螺杆,Concept,DOC001
符号,符号,Concept,DOC001
压力中心,压力中心,Concept,DOC001
增大时,增大时,Concept,DOC001
低速,低速,Mission,DOC001
载荷工况,载荷工况,Performance,DOC001
工艺性好,工艺性好,Concept,DOC001
方位角,方位角,Concept,DOC001
气压密封件,气压密封件,Concept,DOC001
从图5,从图5,Concept,DOC001
折叠,折叠,Mechanism,DOC001
俯仰角,俯仰角,Parameter,DOC001
360°,360°,Parameter,DOC001
来表示,来表示,Concept,DOC001
可写成,可写成,Concept,DOC001
之间的关系,之间的关系,Concept,DOC001
原点,原点,Concept,DOC001
抛物线,抛物线,Concept,DOC001
由图,由图,Concept,DOC001
表面粗糙度,表面粗糙度,Concept,DOC001
这是因为,这是因为,Concept,DOC001
应当指出,应当指出,Concept,DOC001
需要注意的是,需要注意的是,Concept,DOC001
实践证明,实践证明,Concept,DOC001
可取,可取,Concept,DOC001
过载,过载,Concept,DOC001
180°,180°,Parameter,DOC001
2N,2N,Parameter,DOC001
算法,算法,ControlMethod,DOC001
在式,在式,Concept,DOC001
由图可见,由图可见,Concept,DOC001
不过,不过,Concept,DOC001
具体地说,具体地说,Concept,DOC001
的函数,的函数,Concept,DOC001
综上,综上,Concept,DOC001
10°,10°,Parameter,DOC001
4°,4°,Parameter,DOC001
具体而言,具体而言,Concept,DOC001
西安,西安,Concept,DOC001
软件,软件,Concept,DOC001
研制单位,研制单位,Concept,DOC001
矢量,矢量,Concept,DOC001
马格,马格,Concept,DOC001
分钟,分钟,Concept,DOC001
升降舵,升降舵,Structure,DOC001
平尾,平尾,Structure,DOC001
世纪50,世纪50,Concept,DOC001
在此过程中,在此过程中,Concept,DOC001
成本低,成本低,Performance,DOC001
战斗机,战斗机,Aircraft,DOC001
wing,wing,Structure,DOC001
张鲁民,张鲁民,Concept,DOC002
叶友达,叶友达,Concept,DOC002
责任编辑,责任编辑,Concept,DOC002
姜贵庆,姜贵庆,Concept,DOC002
空气动力学,空气动力学,Performance,DOC002
声速,声速,Parameter,DOC002
后掠翼,后掠翼,Structure,DOC002
声障,声障,Concept,DOC002
气动设计,气动设计,Performance,DOC002
航天飞机气动数据库,航天飞机气动数据库,Performance,DOC002
哥伦比亚,哥伦比亚,Concept,DOC002
许光明,许光明,Concept,DOC002
唐伟,唐伟,Concept,DOC002
张鲁民执笔,张鲁民执笔,Concept,DOC002
第8,第8,Concept,DOC002
第9,第9,Concept,DOC002
教授,教授,Concept,DOC002
压力系数,压力系数,Performance,DOC002
热流预测,热流预测,Concept,DOC002
平衡温度预测,平衡温度预测,Concept,DOC002
初始条件,初始条件,Concept,DOC002
动稳定性,动稳定性,Performance,DOC002
320km/h,320km/h,Parameter,DOC002
引力,引力,Concept,DOC002
阿波罗,阿波罗,Concept,DOC002
挑战者,挑战者,Concept,DOC002
号航天飞机发射,号航天飞机发射,Aircraft,DOC002
水星,水星,Concept,DOC002
空天飞机,空天飞机,Aircraft,DOC002
飞行时间,飞行时间,Mission,DOC002
采样,采样,ControlMethod,DOC002
甲烷,甲烷,Concept,DOC002
非甲烷,非甲烷,Concept,DOC002
强子,强子,Concept,DOC002
飞行高度,飞行高度,Performance,DOC002
计算流体力学,计算流体力学,Concept,DOC002
身组合体,身组合体,Concept,DOC002
机翼面积,机翼面积,Structure,DOC002
后掠,后掠,Concept,DOC002
后掠角,后掠角,Parameter,DOC002
81°,81°,Parameter,DOC002
升力系数,升力系数,Performance,DOC002
阻力系数,阻力系数,Performance,DOC002
法向力系数,法向力系数,Parameter,DOC002
俯仰力矩系数,俯仰力矩系数,Parameter,DOC002
8.58°,8.58°,Parameter,DOC002
研究中心的,研究中心的,Concept,DOC002
飞行器气动设计,飞行器气动设计,Performance,DOC002
运输机,运输机,Concept,DOC002
80°,80°,Parameter,DOC002
上反角,上反角,Parameter,DOC002
弦长,弦长,Parameter,DOC002
翼面积,翼面积,Structure,DOC002
英寸,英寸,Concept,DOC002
来流条件,来流条件,Concept,DOC002
轴向力系数,轴向力系数,Parameter,DOC002
滚转力矩系数,滚转力矩系数,Parameter,DOC002
滚转阻尼导数,滚转阻尼导数,Parameter,DOC002
俯仰力矩静导数,俯仰力矩静导数,Performance,DOC002
俯仰阻尼导数,俯仰阻尼导数,Concept,DOC002
偏航力矩系数,偏航力矩系数,ControlMethod,DOC002
偏航阻尼导数,偏航阻尼导数,Parameter,DOC002
的导数,的导数,Concept,DOC002
侧滑角,侧滑角,Parameter,DOC002
下标,下标,Concept,DOC002
行动,行动,Concept,DOC002
38°,38°,Parameter,DOC002
24°,24°,Parameter,DOC002
2128.04Pa,2128.04Pa,Parameter,DOC002
26.6°,26.6°,Parameter,DOC002
60°,60°,Parameter,DOC002
8973.08Pa,8973.08Pa,Parameter,DOC002
18°,18°,Parameter,DOC002
9267.28Pa,9267.28Pa,Parameter,DOC002
17°,17°,Parameter,DOC002
7776.67Pa,7776.67Pa,Parameter,DOC002
10169.50Pa,10169.50Pa,Parameter,DOC002
313km/h,313km/h,Parameter,DOC002
370km/h,370km/h,Parameter,DOC002
亚声速,亚声速,Concept,DOC002
100m/s,100m/s,Parameter,DOC002
高马赫数,高马赫数,Parameter,DOC002
迎角,迎角,Parameter,DOC002
12°,12°,Parameter,DOC002
22°,22°,Parameter,DOC002
1436.4Pa,1436.4Pa,Parameter,DOC002
23940Pa,23940Pa,Parameter,DOC002
16758Pa,16758Pa,Parameter,DOC002
69426Pa,69426Pa,Parameter,DOC002
世纪40,世纪40,Concept,DOC002
为什么,为什么,Concept,DOC002
飞行力学,飞行力学,Mission,DOC002
总的来说,总的来说,Concept,DOC002
约束条件,约束条件,Parameter,DOC002
旋涡,旋涡,Concept,DOC002
背风面,背风面,Concept,DOC002
迎风面,迎风面,Concept,DOC002
俯仰力矩,俯仰力矩,Performance,DOC002
以美国航天飞机为例,以美国航天飞机为例,Aircraft,DOC002
7.5°,7.5°,Parameter,DOC002
16°,16°,Parameter,DOC002
RCS控制,RCS控制,ControlMethod,DOC002
958.11Pa,958.11Pa,Parameter,DOC002
478.56Pa,478.56Pa,Parameter,DOC002
对千,对千,Concept,DOC002
1°,1°,Parameter,DOC002
操纵面偏角,操纵面偏角,Concept,DOC002
6500m/s,6500m/s,Parameter,DOC002
39°,39°,Parameter,DOC002
操稳特性,操稳特性,Concept,DOC002
偏度,偏度,Concept,DOC002
质心,质心,Concept,DOC002
结果是,结果是,Concept,DOC002
必须指出,必须指出,Concept,DOC002
角速度,角速度,Parameter,DOC002
到目前为止,到目前为止,Concept,DOC002
最大热流,最大热流,Concept,DOC002
28°,28°,Parameter,DOC002
20°,20°,Parameter,DOC002
偏航力矩,偏航力矩,ControlMethod,DOC002
展弦比,展弦比,Performance,DOC002
质心位置,质心位置,Concept,DOC002
在亚,在亚,Concept,DOC002
15°,15°,Parameter,DOC002
和6,和6,Concept,DOC002
