term,freq,tfidf,pmi,score,entity_type,keep,alias
包线,63,0.011886,9.329499,38.736516,Concept,Y,
方式,63,0.014944,6.364543,38.440937,Concept,Y,
变体机构,63,0.0,6.125541,38.412554,Aircraft,Y,
减小,62,0.015353,8.892652,38.093871,Concept,Y,
双翼构型,62,0.0,7.113081,37.911308,Concept,Y,
失速,61,0.011687,8.778416,37.481348,Concept,Y,
针对,61,0.019112,8.655871,37.471321,Concept,Y,
翼型,61,0.01256,3.10139,36.913907,Structure,Y,
中心,59,0.012507,7.740142,36.177766,Concept,Y,
分布,59,0.011779,6.834789,36.087013,Concept,Y,
速度,59,0.012652,6.615407,36.065336,Parameter,Y,
机翼机翼,60,0.0,0.0,36.0,Structure,Y,
效率,57,0.016966,9.325537,35.137643,Performance,Y,
副翼偏转,57,0.0,8.758976,35.075898,Concept,Y,
自由度,56,0.009951,8.498433,34.452829,Concept,Y,
要求,56,0.012863,7.91661,34.39552,Concept,Y,
驱动变体,56,0.0,6.232456,34.223246,Mechanism,Y,
俯仰,55,0.011817,11.906431,34.194188,Concept,Y,
间距,55,0.012474,9.321278,33.93587,Concept,Y,
常规,55,0.012253,9.181477,33.921824,Concept,Y,
气动力驱动,55,0.0,7.288547,33.728855,Mechanism,Y,
蒙皮,54,0.011644,12.173904,33.620884,Concept,Y,
收益,54,0.010625,11.391044,33.542292,Concept,Y,
可变,55,0.017203,3.692368,33.374398,Concept,Y,
弯矩,54,0.012248,8.157873,33.219462,Concept,Y,
效应,54,0.01441,7.62553,33.166876,Concept,Y,
翼尖,54,0.01179,6.056201,33.009157,Concept,Y,
变展变体,55,0.0,0.0,33.0,Aircraft,Y,
飞行器气动特性,54,0.0,3.294502,32.72945,Performance,Y,
扭矩,53,0.009288,8.641867,32.666973,Concept,Y,
网格,52,0.012173,11.588942,32.362546,Concept,Y,
根据,52,0.009843,10.214575,32.22441,Concept,Y,
处于不同,52,0.0,9.262447,32.126245,Concept,Y,
相较,52,0.009406,7.286015,31.931423,Concept,Y,
机翼处于不同,52,0.0,6.387308,31.838731,Structure,Y,
部分,51,0.009088,7.79865,31.382592,Concept,Y,
单翼构型,51,0.0,7.182751,31.318275,Concept,Y,
进气道,50,0.014885,9.487658,30.953231,Concept,Y,
零升,50,0.008916,8.642509,30.866926,Concept,Y,
扭转,50,0.009498,7.91087,30.793936,Concept,Y,
折叠变体飞行器气动,51,0.0,0.0,30.6,Mechanism,Y,
约束,49,0.009908,10.999672,30.50294,Concept,Y,
看出,49,0.011114,9.429224,30.346256,Concept,Y,
连续,49,0.014858,8.865411,30.290999,Concept,Y,
上下机翼处于不同,49,0.0,8.582399,30.25824,Structure,Y,
上下机翼处于,49,0.0,8.408369,30.240837,Structure,Y,
两个,49,0.011114,8.355655,30.2389,Concept,Y,
全球,48,0.008425,10.819555,29.884483,Concept,Y,
带来,48,0.010609,9.405319,29.743715,Concept,Y,
两侧,48,0.008425,9.235305,29.726058,Concept,Y,
形式,48,0.011483,6.396288,29.443074,Concept,Y,
阶段,47,0.01262,11.055152,29.309301,Concept,Y,
随着,47,0.012038,10.429091,29.246521,Concept,Y,
处于不同位置,47,0.0,10.060446,29.206045,Concept,Y,
变体飞行器气动特性,48,0.0,3.680813,29.168081,Performance,Y,
完成,47,0.008253,9.380355,29.140511,Concept,Y,
不同位置,47,0.0,8.635064,29.063506,Concept,Y,
柔性,47,0.013203,8.256707,29.029632,Concept,Y,
机翼处于不同位置,47,0.0,6.387308,28.838731,Structure,Y,
较大,47,0.010728,5.639465,28.767165,Concept,Y,
规律,46,0.009827,10.868732,28.689821,Concept,Y,
最大升力,46,0.0,7.530118,28.353012,Concept,Y,
气动布局,46,0.0,6.225762,28.222576,Performance,Y,
建立,45,0.011984,11.287246,28.13232,Concept,Y,
智能,45,0.013731,8.942208,27.89834,Concept,Y,
能力,45,0.01082,4.583699,27.461616,Concept,Y,
折叠机翼,45,0.0,3.236313,27.323631,Mechanism,Y,
最大升力系数,44,0.0,9.09873,27.309873,Concept,Y,
方面,44,0.008609,6.45432,27.048015,Concept,Y,
本章,43,0.009753,8.06822,26.609748,Concept,Y,
后掠角,43,0.011639,7.548787,26.55837,Concept,Y,
基础,42,0.008264,10.394827,26.241962,Concept,Y,
斜率,42,0.00739,10.122374,26.214454,Concept,Y,
减少,42,0.007827,10.063551,26.208703,Concept,Y,
上述,42,0.008118,7.689314,25.971367,Concept,Y,
稳定性,42,0.009574,7.600621,25.962934,Performance,Y,
机翼变体,43,0.0,1.484815,25.948482,Structure,Y,
现有,42,0.007973,7.040879,25.90648,Concept,Y,
流动,42,0.010448,5.264393,25.729574,Concept,Y,
对比,42,0.008701,5.183474,25.720958,Concept,Y,
诱导,41,0.0078,10.554385,25.657778,Concept,Y,
学科,41,0.009693,8.463411,25.449249,Concept,Y,
变体飞机,42,0.0,2.203141,25.420314,Aircraft,Y,
空间,41,0.00911,7.411917,25.343925,Concept,Y,
升力斜率,42,0.0,0.0,25.2,Concept,Y,
航程,41,0.009299,5.83911,25.186701,Performance,Y,
来说,40,0.007191,9.686605,24.970818,Concept,Y,
进而,40,0.008938,7.798359,24.782517,Concept,Y,
根比,40,0.009072,7.503885,24.75311,Concept,Y,
长航,40,0.007628,6.212449,24.623533,Concept,Y,
整体,40,0.007482,6.135783,24.615823,Concept,Y,
相对,40,0.008792,6.044898,24.607127,Concept,Y,
传递,39,0.008845,11.282839,24.530938,Concept,Y,
包括,39,0.008038,10.921841,24.494595,Concept,Y,
耦合,39,0.010367,9.970186,24.400129,Concept,Y,
俯仰力矩,39,0.0,9.783363,24.378336,Concept,Y,
其他,39,0.007601,9.521919,24.354472,Concept,Y,
机翼副翼,40,0.0,3.419468,24.341947,Structure,Y,
机翼折叠,40,0.0,1.544436,24.154444,Mechanism,Y,
形状,39,0.009057,7.222228,24.12494,Concept,Y,
首先,38,0.007137,12.094667,24.011608,Concept,Y,
机翼活动,40,0.0,0.0,24.0,Structure,Y,
一定,39,0.00731,5.4364,23.945833,Concept,Y,
展弦比飞机,39,0.0,5.387308,23.938731,Aircraft,Y,
舵面,38,0.008593,8.74962,23.67754,Structure,Y,
基本,38,0.006846,8.420822,23.644136,Concept,Y,
阻力系数,38,0.0,8.07057,23.607057,Concept,Y,
航空,38,0.011068,7.354705,23.538791,Concept,Y,
原准机,38,0.008619,6.277683,23.430354,Concept,Y,
位置双翼,39,0.0,0.0,23.4,Concept,Y,
保持,37,0.006965,11.518685,23.353958,Concept,Y,
诱导阻力,37,0.0,7.583699,22.95837,Concept,Y,
压力,37,0.00711,6.893875,22.891521,Concept,Y,
气动力驱动变体,37,0.0,6.762971,22.876297,Mechanism,Y,
铰链,36,0.006792,12.445709,22.846609,Concept,Y,
飞行试验,37,0.0,6.259377,22.825938,Mission,Y,
机翼活动机翼,38,0.0,0.0,22.8,Structure,Y,
干扰,36,0.008539,11.680174,22.770579,Concept,Y,
空气,37,0.009003,5.520076,22.754708,Concept,Y,
载荷,36,0.008248,10.8517,22.687644,Performance,Y,
讨论,36,0.008165,10.473465,22.649796,Concept,Y,
复杂,35,0.008512,11.882855,22.190839,Concept,Y,
机翼弯度,36,0.0,5.633261,22.163326,Structure,Y,
提供,35,0.008949,9.934959,21.996181,Concept,Y,
弹头,35,0.014638,9.800446,21.984436,Concept,Y,
超声速,35,0.010842,9.612999,21.964552,Concept,Y,
不变,36,0.006355,3.131879,21.915094,Concept,Y,
零升攻角,35,0.0,9.150279,21.915028,Parameter,Y,
机翼固定,36,0.0,1.272233,21.727223,Structure,Y,
模式,35,0.008803,7.099239,21.712565,Concept,Y,
飞行器总体设计,35,0.0,7.047622,21.704762,Mission,Y,
升阻,35,0.007639,6.797686,21.68206,Concept,Y,
变体方式,35,0.0,6.32485,21.632485,Aircraft,Y,
重要,35,0.008512,6.118457,21.614399,Concept,Y,
变体方案,35,0.0,4.922628,21.492263,Aircraft,Y,
构型双翼,35,0.0,4.921825,21.492183,Concept,Y,
双翼升力,35,0.0,4.63498,21.463498,Concept,Y,
斜置,34,0.01422,8.877582,21.292024,Concept,Y,
活动机翼升力,35,0.0,1.119559,21.111956,Structure,Y,
运动,34,0.006884,6.92074,21.094139,Concept,Y,
相同,34,0.006738,6.615645,21.063586,Concept,Y,
单翼双翼,35,0.0,0.0,21.0,Concept,Y,
过程飞机,35,0.0,0.0,21.0,Aircraft,Y,
预测,33,0.010351,11.49198,20.952303,Concept,Y,
展开,34,0.006738,5.502182,20.95224,Mechanism,Y,
全机,34,0.00601,4.802345,20.882038,Concept,Y,
距离,33,0.006857,10.691511,20.871208,Concept,Y,
目标,33,0.007876,9.959247,20.798288,Concept,Y,
倾转,33,0.013802,9.099904,20.714131,Concept,Y,
公转角度,33,0.0,8.205989,20.620599,Parameter,Y,
固定机翼活动,34,0.0,0.0,20.4,Structure,Y,
流场,32,0.006684,9.412785,20.143284,Concept,Y,
后缘,32,0.013384,8.66611,20.070626,Concept,Y,
非线性,32,0.008723,8.316828,20.0343,Concept,Y,
起降翼展,32,0.0,8.108207,20.010821,Concept,Y,
自转,32,0.007258,6.914037,19.893581,Concept,Y,
受力,32,0.007258,6.493944,19.851572,Concept,Y,
范围,31,0.006512,12.315019,19.833456,Concept,Y,
固定机翼活动机翼,33,0.0,0.0,19.8,Structure,Y,
伸缩机翼,32,0.0,5.929209,19.792921,Structure,Y,
机翼之间,32,0.0,5.839305,19.783931,Structure,Y,
飞行器发展,32,0.0,5.340796,19.73408,Mission,Y,
机翼面积,32,0.0,5.292151,19.729215,Structure,Y,
损失,31,0.005493,10.976507,19.699299,Concept,Y,
升力阻力,32,0.0,4.830052,19.683005,Concept,Y,
压力分布,31,0.0,9.628689,19.562869,Concept,Y,
直接,31,0.00593,9.610252,19.562804,Concept,Y,
滚转,31,0.006949,9.173904,19.519475,Concept,Y,
同样,31,0.006803,8.998349,19.501876,Concept,Y,
大幅,31,0.006512,7.836128,19.385566,Concept,Y,
最优,31,0.006658,7.50545,19.352542,Concept,Y,
作用,31,0.006221,7.03769,19.305635,Concept,Y,
原有,31,0.007031,6.529101,19.255019,Concept,Y,
展长,31,0.006658,6.523244,19.254322,Concept,Y,
材料,30,0.008378,12.358329,19.238346,Concept,Y,
方向,31,0.006658,6.338405,19.235838,Concept,Y,
总体,31,0.006512,6.288437,19.230797,Concept,Y,
不同位置双翼,32,0.0,0.0,19.2,Concept,Y,
变体过程飞机,32,0.0,0.0,19.2,Aircraft,Y,
处于不同位置双翼,32,0.0,0.0,19.2,Concept,Y,
展弦比飞行器,31,0.0,5.286775,19.128677,Mission,Y,
传统,30,0.007941,9.763464,18.978729,Concept,Y,
空气动力学,30,0.0,8.951512,18.895151,Performance,Y,
有效,30,0.007359,6.683327,18.67054,Concept,Y,
变体飞行器总体设计,30,0.0,6.658921,18.665892,Mission,Y,
结合,30,0.005903,6.26865,18.628636,Concept,Y,
以上,30,0.005612,4.478603,18.449544,Concept,Y,
改善,29,0.007332,10.419318,18.444131,Concept,Y,
导致,29,0.007623,9.458169,18.348104,Concept,Y,
起飞重量,29,0.0,9.431702,18.34317,Mission,Y,
增强,29,0.00573,8.158846,18.217604,Concept,Y,
关系,29,0.005148,7.992878,18.200832,Concept,Y,
任务,28,0.008761,12.303079,18.032936,Mission,Y,
尺寸,28,0.006351,12.241018,18.026007,Concept,Y,
操纵,28,0.008033,11.282839,17.930694,Concept,Y,
重力,29,0.006577,3.971697,17.799143,Concept,Y,
风洞试验,28,0.008443,9.697876,17.77232,Concept,Y,
优势,28,0.006577,9.413891,17.743362,Concept,Y,
测试,28,0.005558,9.19395,17.721062,Concept,Y,
这种,28,0.005121,8.353891,17.636925,Concept,Y,
存在,28,0.007014,8.122713,17.614375,Concept,Y,
厚度,28,0.005412,8.095674,17.611191,Concept,Y,
活动机翼固定,29,0.0,2.068519,17.606852,Structure,Y,
数值,28,0.006868,8.032361,17.605297,Concept,Y,
强度,28,0.005703,6.841417,17.485853,Concept,Y,
双翼布局,28,0.0,6.112914,17.411291,Concept,Y,
一个,28,0.005267,6.089691,17.410549,Concept,Y,
飞行器原理,29,0.0,0.0,17.4,Mission,Y,
飞行器原理验证,29,0.0,0.0,17.4,Mission,Y,
比较,28,0.005121,5.637585,17.365295,Concept,Y,
小于,28,0.004975,5.408369,17.34233,Concept,Y,
特性影响,28,0.0,4.930081,17.293008,Concept,Y,
明确,27,0.006124,10.401528,17.24199,Concept,Y,
这些,27,0.006124,10.137925,17.21563,Concept,Y,
综合,27,0.004948,9.500362,17.151521,Concept,Y,
非定常效应,27,0.0,9.392581,17.139258,Concept,Y,
引起,27,0.005094,8.998054,17.101334,Concept,Y,
几何外形,27,0.0,8.957353,17.095735,Concept,Y,
建模,27,0.008297,8.522799,17.054769,Concept,Y,
机翼飞行器,28,0.0,2.329125,17.032912,Structure,Y,
作动器,27,0.006124,8.072621,17.009099,Concept,Y,
理论,27,0.006259,7.916247,16.993502,Concept,Y,
平面,27,0.004948,7.245065,16.925991,Concept,Y,
飞行器变体,28,0.0,1.064382,16.906438,Mission,Y,
变体飞行,27,0.0,6.053157,16.805316,Mission,Y,
倾转机翼,27,0.0,6.001202,16.80012,Structure,Y,
变体飞行器原理,28,0.0,0.0,16.8,Mission,Y,
变体飞行器原理验证,28,0.0,0.0,16.8,Mission,Y,
折叠变体飞行器原理,28,0.0,0.0,16.8,Mechanism,Y,
折叠变体飞行器总体设计,28,0.0,0.0,16.8,Mechanism,Y,
论文,26,0.005897,8.947396,16.496509,Concept,Y,
角度变化,26,0.0,7.080897,16.30809,Parameter,Y,
变体包线,26,0.0,6.026006,16.202601,Aircraft,Y,
折叠变体飞机,27,0.0,0.0,16.2,Mechanism,Y,
机翼固定机翼,27,0.0,0.0,16.2,Structure,Y,
设计方案,26,0.005795,5.839524,16.185691,Concept,Y,
二维,25,0.004749,10.363382,16.037763,Concept,Y,
操稳,25,0.006205,9.785339,15.980395,Concept,Y,
为了,26,0.005358,3.778075,15.979415,Concept,Y,
失速攻角,25,0.0,9.272269,15.927227,Parameter,Y,
稳定,25,0.006059,8.214383,15.823256,Concept,Y,
单翼状态,25,0.0,7.444804,15.74448,Concept,Y,
对于折叠,26,0.0,1.261314,15.726131,Mechanism,Y,
发生,25,0.004603,6.883802,15.689761,Concept,Y,
过程活动,26,0.0,0.0,15.6,Concept,Y,
过程活动机翼,26,0.0,0.0,15.6,Structure,Y,
斜置机翼,25,0.0,5.993264,15.599326,Structure,Y,
形成,25,0.004603,5.953237,15.596705,Concept,Y,
变体飞行器概念,25,0.0,5.600936,15.560094,Mission,Y,
已经,24,0.006178,11.313212,15.533175,Concept,Y,
尾翼,25,0.005914,4.841261,15.4859,Structure,Y,
飞行器概念,25,0.0,4.799587,15.479959,Mission,Y,
双翼气动,25,0.0,3.729956,15.372996,Performance,Y,
马赫数,24,0.006615,9.073003,15.309285,Parameter,Y,
工作,24,0.005596,8.805517,15.28223,Concept,Y,
对称,24,0.004577,8.688419,15.270215,Concept,Y,
气动弹性,24,0.006097,7.48727,15.150556,Performance,Y,
活动机翼处于,24,0.0,7.279811,15.127981,Structure,Y,
飞行器来说,24,0.0,7.047622,15.104762,Mission,Y,
最大起飞,24,0.0,6.988728,15.098873,Mission,Y,
力学,24,0.006906,6.12815,15.014887,Concept,Y,
总结,24,0.005596,6.111637,15.012842,Concept,Y,
飞翼,25,0.007806,0.054635,15.007805,Concept,Y,
变展变体飞行器,25,0.0,0.0,15.0,Mission,Y,
对于折叠变体,25,0.0,0.0,15.0,Mechanism,Y,
机翼间距,24,0.0,5.474771,14.947477,Structure,Y,
动力,24,0.00545,5.249769,14.926612,Concept,Y,
用于,24,0.005305,5.238444,14.925436,Concept,Y,
公司,23,0.005423,11.078501,14.909477,Concept,Y,
较为,24,0.004868,4.824297,14.88389,Concept,Y,
车载,23,0.005217,10.657849,14.86735,Concept,Y,
分为,24,0.00545,4.412455,14.842881,Concept,Y,
过程非定常,24,0.0,4.371711,14.837171,Concept,Y,
最大起飞重量,23,0.0,9.580225,14.758022,Mission,Y,
组合,23,0.00962,8.786771,14.681563,Concept,Y,
适应,23,0.00962,8.001229,14.603009,Concept,Y,
三个,23,0.005217,7.969051,14.59847,Concept,Y,
工程,23,0.006734,7.224062,14.524426,Concept,Y,
双翼状态,23,0.0,6.911375,14.491137,Concept,Y,
偏转产生,23,0.0,6.855752,14.485575,Concept,Y,
多个,23,0.004841,6.781424,14.479595,Concept,Y,
评估,22,0.00627,12.698734,14.471754,Concept,Y,
偏航,23,0.005278,6.271812,14.428764,Concept,Y,
扰动,23,0.005217,6.227556,14.424321,Concept,Y,
折叠变体飞行器概念,24,0.0,0.0,14.4,Mechanism,Y,
uav,23,0.007037,5.582807,14.360392,Aircraft,Y,
活动机翼副翼,23,0.0,4.578325,14.257832,Structure,Y,
偏转弹头,22,0.0,10.219323,14.221932,Concept,Y,
快速,22,0.006852,9.420151,14.144071,Concept,Y,
折叠变体过程,23,0.0,2.21932,14.021932,Mechanism,Y,
拟定,22,0.00499,8.079864,14.009483,Concept,Y,
上下间距,22,0.0,7.530048,13.953005,Concept,Y,
斯瓦尔德,21,0.004763,13.133262,13.914755,Concept,Y,
双翼整体,22,0.0,7.117636,13.911764,Concept,Y,
环境,21,0.005952,12.806401,13.882426,Concept,Y,
活动机翼固定机翼,23,0.0,0.0,13.8,Structure,Y,
高空,22,0.004232,5.933022,13.794572,Concept,Y,
增重,22,0.00499,5.839467,13.785444,Concept,Y,
作为,22,0.004523,5.838684,13.785225,Concept,Y,
连续弯度,22,0.0,5.775044,13.777504,Concept,Y,
相比,22,0.00627,5.407364,13.742617,Concept,Y,
因子,21,0.004763,11.126599,13.714089,Concept,Y,
垂直,21,0.005515,10.849469,13.686601,Concept,Y,
长大,22,0.00499,4.415963,13.643093,Concept,Y,
曲线,21,0.004787,9.514583,13.552894,Concept,Y,
显示,21,0.004763,9.413522,13.542781,Concept,Y,
结果表明,21,0.005806,8.91113,13.492855,Concept,Y,
平均,21,0.004763,8.58271,13.4597,Concept,Y,
弹性,21,0.005952,6.720977,13.273883,Concept,Y,
低速,21,0.005952,6.508058,13.252591,Concept,Y,
结论,21,0.003768,6.341935,13.235324,Concept,Y,
过载,21,0.004059,6.072039,13.208422,Concept,Y,
变体过程活动,22,0.0,0.0,13.2,Aircraft,Y,
变体过程活动机翼,22,0.0,0.0,13.2,Structure,Y,
可变机翼,22,0.0,0.0,13.2,Structure,Y,
高速,21,0.006534,5.727935,13.174754,Concept,Y,
领域,20,0.005634,11.69505,13.171195,Concept,Y,
获得,20,0.004032,10.71495,13.072705,Concept,Y,
对应,21,0.005078,4.711219,13.072645,Concept,Y,
额外,20,0.003595,10.103515,13.01143,Concept,Y,
扰动力矩,20,0.0,9.26141,12.926141,Concept,Y,
一般,20,0.003595,8.922467,12.893325,Concept,Y,
平直,20,0.004323,8.370301,12.838327,Concept,Y,
旋转,20,0.005051,7.922365,12.793752,Concept,Y,
连接,20,0.003887,7.893425,12.790509,Concept,Y,
使得,20,0.004906,7.874891,12.788961,Concept,Y,
可行性,20,0.005051,7.496857,12.751201,Concept,Y,
适用,20,0.004469,7.259166,12.727257,Concept,Y,
相关,20,0.004323,7.20573,12.72187,Concept,Y,
变体飞行器变体,21,0.0,1.128765,12.712877,Mission,Y,
动力学特性,20,0.0,7.092627,12.709263,Concept,Y,
部位,20,0.005925,6.960428,12.69782,Concept,Y,
斯瓦尔德因子,19,0.0,12.849065,12.684906,Concept,Y,
局部,20,0.006216,6.609027,12.662768,Concept,Y,
对于双翼,20,0.0,6.104296,12.61043,Concept,Y,
飞行包线,20,0.0,6.077405,12.60774,Mission,Y,
变体机翼,21,0.0,-0.203241,12.6,Structure,Y,
长航飞行器,21,0.0,0.0,12.6,Mission,Y,
提升,20,0.004469,5.349611,12.536302,Concept,Y,
动态,20,0.008365,4.507664,12.453276,Concept,Y,
不同飞行,20,0.0,4.282433,12.428243,Mission,Y,
付出,19,0.003423,10.080363,12.409063,Concept,Y,
内侧,19,0.004005,8.537522,12.254954,Concept,Y,
上下机翼间距,19,0.0,8.489289,12.248929,Structure,Y,
头部,19,0.007947,8.294893,12.231873,Concept,Y,
有利于,19,0.004442,8.26398,12.227731,Concept,Y,
展弦比长航,19,0.0,8.108207,12.210821,Concept,Y,
计算结果,19,0.004309,8.0901,12.210303,Concept,Y,
节中,19,0.003569,7.921359,12.193206,Concept,Y,
两种,19,0.003423,7.514941,12.152521,Concept,Y,
气动效率,19,0.0,6.759204,12.07592,Performance,Y,
变体飞行器来说,19,0.0,6.658921,12.065892,Mission,Y,
燃油,18,0.003833,12.517859,12.052936,Concept,Y,
飞机变体,20,0.0,0.484986,12.048499,Aircraft,Y,
路径,18,0.004083,12.109774,12.012202,Concept,Y,
气动外形,19,0.0,6.102689,12.010269,Performance,Y,
布置,19,0.003423,6.027603,12.003787,Concept,Y,
变体收益,20,0.0,0.0,12.0,Aircraft,Y,
变体飞行器机构,20,0.0,0.0,12.0,Mission,Y,
对于折叠变体飞行器,20,0.0,0.0,12.0,Mechanism,Y,
攻角机翼,20,0.0,0.0,12.0,Structure,Y,
机翼长大,20,0.0,0.0,12.0,Structure,Y,
飞行器机构,20,0.0,0.0,12.0,Mission,Y,
方案设计,19,0.005752,5.617131,11.963439,Concept,Y,
早期,18,0.004124,11.463411,11.947578,Concept,Y,
解决,18,0.003978,11.249789,11.926172,Concept,Y,
可能,19,0.004151,4.872366,11.888482,Concept,Y,
飞翼布局,19,0.0,4.818803,11.88188,Concept,Y,
弯度机翼,19,0.0,4.72637,11.872637,Structure,Y,
实际,18,0.003833,10.604208,11.861571,Concept,Y,
关注,18,0.004706,10.540226,11.855435,Concept,Y,
本章首先,18,0.0,10.51232,11.851232,Concept,Y,
长度,19,0.003714,4.486258,11.84974,Concept,Y,
