term,freq,tfidf,pmi,score,entity_type,keep,alias
起降,93,0.016071,8.239687,56.62879,Mission,Y,起飞与着陆/起降工况（语义近）
增加,91,0.015725,9.107183,55.515436,Concept,N,
aircraft,88,0.015207,6.146012,53.419163,Aircraft,Y,飞机/航空器
机翼处于,88,0.0,5.74999,53.374999,Structure,N,
偏转,87,0.015034,8.081606,53.012671,ControlMethod,Y,偏转/偏转角（视上下文）
变化情况,87,0.0,6.198364,52.819836,Concept,N,
影响,86,0.014861,10.428955,52.647354,Concept,N,
动力学,86,0.014861,6.803178,52.284776,Concept,Y,动力学（语义近：运动与受力规律）
气动特性,85,0.0,7.666489,51.766649,Performance,Y,空气动力学特性
主要,80,0.013824,8.810938,48.885241,Concept,N,
降低,78,0.013479,8.64608,47.668652,Concept,N,
升力系数,77,0.0,7.696259,46.969626,Parameter,Y,Cl（升力系数）
代价,72,0.012442,10.166409,44.220373,Concept,N,
变形,71,0.012269,4.524002,43.056081,Mechanism,Y,形变
需要,70,0.012096,8.073603,42.810989,Concept,N,
机翼升力,70,0.0,2.000934,42.200093,Parameter,Y,
方案,68,0.011751,8.350065,41.638532,Concept,Y,设计方案/技术方案（语义近）
公转,68,0.011751,8.130516,41.616577,Concept,N,语境不明确（天体公转/机构转动）
变展,68,0.011751,2.99802,41.103327,Mechanism,Y,可变展长/可变翼展
角度,65,0.011232,5.891783,39.592548,Parameter,Y,
概念,64,0.011059,10.809911,39.484309,Concept,Y,
总体设计,64,0.011059,7.666537,39.169972,Concept,Y,总体方案/总体设计（语义近）
开展,64,0.011059,6.555429,39.058861,Concept,N,
状态,63,0.010887,10.164238,38.81969,Concept,Y,
分别,62,0.010714,8.319358,38.03515,Concept,N,
双翼构型,62,0.0,6.188835,37.818883,Concept,Y,双翼式构型
机身,62,0.010714,5.311869,37.734401,Structure,Y,
之间,61,0.010541,8.616539,37.464816,Concept,N,
应用,61,0.010541,7.186442,37.321807,Concept,Y,
morphing,60,0.010368,7.678952,36.771006,Mechanism,Y,变形/形态重构（语义近）
面积,59,0.010195,8.701028,36.273161,Parameter,Y,
变体机构,59,0.0,5.572115,35.957212,Mechanism,Y,可变机构/变形机构
起飞,58,0.010023,4.818572,35.284864,Mission,Y,
巡航,57,0.00985,9.131792,35.116134,Mission,Y,
副翼偏转,57,0.0,8.472361,35.047236,ControlMethod,Y,aileron deflection（副翼偏转）
试验,57,0.00985,8.281787,35.031134,Concept,Y,实验/试验验证（语义近）
包线,56,0.009677,8.886681,34.491571,Concept,Y,运行包线/运动包线（语义近）
飞行器气动,57,0.0,1.93517,34.393517,Performance,Y,飞行器空气动力学（语义近）
改变,56,0.009677,5.7769,34.180593,Concept,N,
驱动变体,56,0.0,5.732761,34.173276,Mechanism,Y,驱动式可变机构/可变驱动（语义近）
间距,55,0.009504,8.843028,33.887154,Parameter,Y,
气动力驱动,55,0.0,6.8896,33.68896,Mechanism,Y,气动驱动（语义近）
发展,55,0.009504,6.391877,33.642039,Concept,N,
机翼机翼,56,0.0,0.0,33.6,Structure,N,
自由度,54,0.009331,8.076563,33.210456,Parameter,Y,DoF
弯矩,54,0.009331,7.930213,33.195821,Parameter,Y,
变展变体,55,0.0,0.0,33.0,Mechanism,Y,可变翼展机构/翼展可变机构
失速,53,0.009159,8.90942,32.69369,Performance,Y,stall（失速/失速状态）
几何,52,0.008986,10.759906,32.278686,Parameter,Y,几何量/几何特征（语义近）
处于不同,52,0.0,8.830955,32.083096,Concept,N,
扭矩,52,0.008986,7.976167,32.000312,Parameter,Y,
机翼处于不同,52,0.0,5.74999,31.774999,Structure,N,
单翼构型,51,0.0,6.313102,31.23131,Concept,Y,单翼式构型
考虑,50,0.00864,10.687997,31.071392,Concept,N,
变体飞行器气动,51,0.0,0.03742,30.603742,Performance,Y,可变形飞行器气动
折叠变体飞行器气动,51,0.0,0.0,30.6,Performance,Y,折叠式可变形飞行器气动（重复项）
看出,49,0.008467,8.87581,30.290121,Concept,N,
部分,49,0.008467,7.856759,30.188216,Concept,N,
上下机翼处于不同,49,0.0,7.798756,30.179876,Structure,N,
上下机翼处于,49,0.0,7.750582,30.175058,Structure,N,
两个,49,0.008467,7.572734,30.159814,Concept,N,
相较,49,0.008467,6.907699,30.09331,Concept,N,
零升,48,0.008295,7.944907,29.596979,Parameter,Y,零升力
分布,48,0.008295,6.708367,29.473325,Concept,Y,分布规律/分布特性（语义近）
无人机,48,0.008295,5.634513,29.36594,Aircraft,Y,UAV/无人驾驶飞行器
全球,47,0.008122,9.998245,29.202261,Concept,N,
处于不同位置,47,0.0,9.566252,29.156625,Concept,N,
两侧,47,0.008122,8.497816,29.052218,Concept,N,
不同位置,47,0.0,8.328906,29.032891,Concept,N,
机翼处于不同位置,47,0.0,5.74999,28.774999,Structure,N,
根据,46,0.007949,9.616425,28.564027,Concept,N,
完成,46,0.007949,8.913643,28.493749,Concept,N,
翼型,47,0.008122,2.589454,28.461382,Structure,Y,
收益,45,0.007776,11.064373,28.10877,Concept,N,
最大升力,45,0.0,6.908544,27.690854,Parameter,Y,
飞行器气动特性,46,0.0,0.0,27.6,Performance,Y,飞行器空气动力学特性
扭转,44,0.007603,7.380494,27.14033,Mechanism,Y,扭转运动/扭转变形（语义近）
弯度,44,0.007603,6.667649,27.069046,Concept,N,术语不规范，通常用弯曲挠度/弯曲角度/曲率（语义待补）
变体飞行器气动特性,45,0.0,0.0,27.0,Performance,Y,可变形飞行器气动特性
最大升力系数,43,0.0,8.75748,26.675748,Parameter,Y,最大Cl
本章,43,0.007431,7.324554,26.534685,Concept,N,
中心,43,0.007431,7.023001,26.504529,Concept,N,语境不明（如重心/几何中心）
速度,42,0.007258,6.791449,25.881322,Parameter,Y,
斜率,41,0.007085,11.166139,25.718739,Parameter,Y,
航程,41,0.007085,6.087042,25.21083,Performance,Y,
根比,40,0.006912,6.910066,24.69308,Concept,N,疑似不完整术语（如根梢比/根比）
升力斜率,41,0.0,0.0,24.6,Parameter,Y,dCl/dα（语义近）
俯仰,39,0.006739,11.573797,24.559402,Concept,Y,pitch（俯仰运动）
传递,39,0.006739,10.6971,24.471732,Concept,N,
约束,39,0.006739,10.192535,24.421275,ControlMethod,Y,约束条件/约束机制（语义近）
机翼副翼,40,0.0,2.834202,24.28342,Structure,Y,机翼上的副翼
机翼活动,40,0.0,0.0,24.0,Mechanism,Y,机翼可动/活动翼（语义近）
蒙皮,38,0.006567,11.715478,23.973518,Structure,Y,
减少,38,0.006567,9.929831,23.794953,Concept,N,
来说,38,0.006567,9.123136,23.714284,Concept,N,
需求,38,0.006567,8.567215,23.658691,Concept,N,
位置双翼,39,0.0,0.0,23.4,Concept,N,语义不清（疑似双翼的不同位置/布置）
原准机,38,0.006567,5.640365,23.366006,Concept,N,疑似错别字/专名不明（需上下文澄清）
满足,37,0.006394,11.018041,23.303722,Concept,N,
展弦比飞机,38,0.0,4.775081,23.277508,Aircraft,Y,以展弦比为特征的飞机（语义近）
变体飞机,38,0.0,1.724961,22.972496,Aircraft,Y,可变形飞机
现有,37,0.006394,7.564169,22.958335,Concept,N,
外形,37,0.006394,7.403633,22.942281,Structure,Y,外形/外形轮廓
方面,37,0.006394,6.325212,22.834439,Concept,N,
气动力驱动变体,37,0.0,6.079411,22.807941,Mechanism,Y,气动驱动可变机构/气动力驱动变形
机翼活动机翼,38,0.0,0.0,22.8,Structure,Y,可动机翼（重复冗余表达，保留“活动机翼”语义）
翼尖,37,0.006394,5.353246,22.737243,Structure,Y,
诱导,36,0.006221,10.509027,22.652769,Concept,Y,诱导效应/诱导（语义近）
非定常,36,0.006221,10.09399,22.611265,Performance,Y,非稳态/非定常气动
讨论,36,0.006221,9.802026,22.582069,Concept,N,
常规,36,0.006221,8.82771,22.484637,Concept,N,
基本,36,0.006221,8.164913,22.418358,Concept,N,
上述,36,0.006221,7.296256,22.331492,Concept,N,
整体,36,0.006221,5.57431,22.159297,Concept,N,
增大,36,0.006221,5.459004,22.147767,Concept,N,
基础,35,0.006048,10.067927,22.008607,Concept,N,
零升攻角,35,0.0,8.64527,21.864527,Parameter,Y,α0（零升攻角，语义近）
诱导阻力,35,0.0,6.961881,21.696188,Parameter,Y,诱导拖力/Di
飞行器总体设计,35,0.0,6.66103,21.666103,Mission,Y,飞行器总体设计（如作为工作包/阶段语义）
方式,35,0.006048,6.147125,21.616527,Concept,Y,
长航,35,0.006048,6.047889,21.606603,Mission,Y,长时间/长航程任务（语义近）
首先,34,0.005875,11.481013,21.549864,Concept,N,
一定,35,0.006048,5.098148,21.511629,Concept,N,
构型双翼,35,0.0,4.302728,21.430273,Concept,Y,双翼构型
双翼升力,35,0.0,3.872671,21.387267,Parameter,Y,
不变,35,0.006048,3.042245,21.306039,Concept,N,
要求,34,0.005875,7.88632,21.190395,Concept,N,
活动机翼升力,35,0.0,0.35725,21.035725,Parameter,Y,
机翼固定,35,0.0,0.273359,21.027336,Structure,Y,固定机翼
单翼双翼,35,0.0,0.0,21.0,Concept,N,语义不清（可能指单/双翼对比）
过程飞机,35,0.0,0.0,21.0,Aircraft,N,
保持,33,0.005703,10.834777,20.885188,Concept,N,
规律,33,0.005703,10.458033,20.847514,Concept,Y,
其他,33,0.005703,9.038948,20.705606,Concept,N,
公转角度,33,0.0,7.735303,20.57353,Parameter,N,术语不清（公转多用于天体/机构，需上下文）
阻力系数,33,0.0,7.523527,20.552353,Parameter,Y,Cd（阻力系数）
固定机翼活动,34,0.0,0.0,20.4,Structure,Y,固定翼上某部活动部件（语义待上下文）
铰链,32,0.00553,11.784134,20.380072,Mechanism,Y,
全机,33,0.005703,4.266907,20.228401,Concept,Y,整机/整架飞机（语义近）
带来,32,0.00553,8.687997,20.070459,Concept,N,
起降翼展,32,0.0,7.610711,19.961071,Parameter,Y,起降构型翼展
自转,32,0.00553,6.803534,19.882012,Concept,N,语境不明（机构自转/航天自旋）
压力,32,0.00553,6.646149,19.866274,Parameter,Y,
受力,32,0.00553,6.170811,19.81874,Concept,Y,载荷/受力状态（语义近）
固定机翼活动机翼,33,0.0,0.0,19.8,Structure,Y,固定机翼中的可动部分/可动机翼（冗余表达）
机翼弯度,32,0.0,5.74999,19.774999,Concept,N,疑似不规范，通常为弯曲挠度/弯曲角/曲率
机翼之间,32,0.0,5.428426,19.742843,Structure,N,
对比,32,0.00553,4.67803,19.669462,Concept,N,
提高,31,0.005357,8.259799,19.427587,Concept,N,
wing,31,0.005357,7.516802,19.353287,Structure,Y,机翼
原有,31,0.005357,6.190075,19.220615,Concept,N,
不同位置双翼,32,0.0,0.0,19.2,Concept,N,
变体过程飞机,32,0.0,0.0,19.2,Aircraft,N,
处于不同位置双翼,32,0.0,0.0,19.2,Concept,N,
网格,30,0.005184,11.488864,19.150442,Tool,Y,计算网格/网格划分（语义近）
包括,30,0.005184,10.27296,19.028851,Concept,N,
损失,30,0.005184,10.162937,19.017849,Performance,Y,损失（如效率/阻力损失等，语义待补）
减小,30,0.005184,8.044359,18.805991,Concept,N,
飞行试验,30,0.0,6.628015,18.662802,Mission,Y,在飞行中的试验/飞行测试
变体飞行器总体设计,30,0.0,6.198364,18.619836,Mission,Y,可变形飞行器总体设计
伸缩,29,0.005011,11.20981,18.522484,Mechanism,Y,伸缩机构/伸缩运动（语义近）
尺寸,28,0.004838,11.947148,17.996166,Parameter,Y,
展弦比飞行器,29,0.0,5.021634,17.902163,Aircraft,Y,以展弦比为特征的飞行器（语义近）
较大,29,0.005011,4.766625,17.878166,Concept,N,
升力阻力,29,0.0,4.348371,17.834837,Concept,N,常见说法为升阻力合力/升力与阻力分开；该短语歧义
重力,29,0.005011,3.715835,17.773087,Parameter,Y,g/重力
压力分布,28,0.0,9.499043,17.749904,Parameter,Y,
俯仰力矩,28,0.0,9.070143,17.707014,Parameter,Y,
起飞重量,28,0.0,8.76043,17.676043,Parameter,Y,起飞质量/MTOW（语义近）
关系,28,0.004838,8.409592,17.642411,Concept,N,
活动机翼固定,29,0.0,1.330113,17.533011,Structure,Y,活动机翼与固定状态组合（语义待上下文）
相同,28,0.004838,6.252879,17.426739,Concept,N,
双翼布局,28,0.0,6.14178,17.414178,Concept,Y,双翼布置
飞行器原理,29,0.0,0.0,17.4,Concept,Y,
飞行器原理验证,29,0.0,0.0,17.4,Concept,Y,飞行器原理验证
展开,28,0.004838,5.362784,17.33773,Mechanism,Y,展开/打开（机构状态语义）
明确,27,0.004666,10.36345,17.237745,Concept,N,
这些,27,0.004666,9.702521,17.171652,Concept,N,
直接,27,0.004666,9.545096,17.155909,Concept,N,
作动器,27,0.004666,7.838576,16.985257,Mechanism,Y,驱动器/执行器（语义近）
空间,27,0.004666,7.30074,16.931474,Concept,N,语义不明确，通常需具体到空间位置/空间维度
运动,27,0.004666,6.723427,16.873742,Concept,Y,
变体飞行器原理,28,0.0,0.0,16.8,Concept,Y,
变体飞行器原理验证,28,0.0,0.0,16.8,Concept,Y,
折叠变体飞行器原理,28,0.0,0.0,16.8,Mechanism,Y,折叠式可变形飞行器原理（语义近）
折叠变体飞行器总体设计,28,0.0,0.0,16.8,Mechanism,Y,折叠式可变形飞行器总体设计（语义近）
相对,27,0.004666,5.455952,16.746995,Concept,N,
小于,27,0.004666,5.165619,16.717962,Concept,N,
机翼面积,27,0.0,4.852203,16.68522,Parameter,Y,S（参考翼面积，语义近）
以上,27,0.004666,3.937226,16.595122,Concept,N,
论文,26,0.004493,8.4536,16.446708,Concept,N,
这种,26,0.004493,8.077324,16.40908,Concept,N,
稳定性,26,0.004493,7.692891,16.370637,Performance,Y,飞行稳定性（语义近）
进而,26,0.004493,7.333223,16.33467,Concept,N,
形式,26,0.004493,6.427743,16.244122,Concept,Y,
折叠变体飞机,27,0.0,0.0,16.2,Aircraft,Y,折叠式可变形飞机
机翼固定机翼,27,0.0,0.0,16.2,Structure,Y,固定机翼（重复冗余表达）
变体方式,26,0.0,5.994522,16.199452,Concept,Y,可变实现方式
变体包线,26,0.0,5.531923,16.153192,Concept,Y,变形包线/运动包线
比较,26,0.004493,5.112351,16.112583,Concept,N,
距离,25,0.00432,10.208025,16.022099,Parameter,Y,
综合,25,0.00432,9.830955,15.984392,Concept,N,
几何外形,25,0.0,9.080111,15.908011,Structure,Y,几何轮廓/外形几何
失速攻角,25,0.0,8.767069,15.876707,Parameter,Y,α_stall（语义近）
平面,25,0.00432,6.953416,15.696638,Concept,Y,几何平面/翼面平面
作用,25,0.00432,6.816365,15.682933,Concept,N,
角度变化,25,0.0,6.628015,15.662802,Parameter,Y,偏转/几何变形角变化（语义近）
单翼状态,25,0.0,6.549392,15.654939,Concept,Y,单翼构型状态
结合,25,0.00432,6.424661,15.643762,Concept,N,
过程活动,26,0.0,0.0,15.6,Concept,N,
过程活动机翼,26,0.0,0.0,15.6,Structure,N,
一个,25,0.00432,5.501494,15.551445,Concept,N,
双翼气动,25,0.0,3.680597,15.36806,Performance,Y,双翼式气动
流场,24,0.004147,9.418811,15.343125,Concept,Y,气动流场/CFD流场（语义近）
引起,24,0.004147,8.361841,15.237428,Concept,N,
舵面,24,0.004147,8.15191,15.216435,Structure,Y,控制舵面/舵翼
增强,24,0.004147,7.869023,15.188147,Concept,N,
厚度,24,0.004147,7.558714,15.157116,Parameter,Y,
最大起飞,24,0.0,6.602137,15.060214,Mission,N,不完整（可能指最大起飞重量/最大起飞质量）
活动机翼处于,24,0.0,6.339102,15.03391,Structure,N,
升阻,24,0.004147,6.097424,15.010987,Concept,N,歧义短语，通常为升力与阻力/升阻比等
变展变体飞行器,25,0.0,0.0,15.0,Aircraft,Y,可变翼展飞行器
对于折叠,25,0.0,0.0,15.0,Mechanism,N,
对于折叠变体,25,0.0,0.0,15.0,Mechanism,N,
范围,23,0.003974,11.640399,14.965232,Parameter,Y,适用范围/工作范围
变体飞行器概念,24,0.0,5.009713,14.900971,Mission,Y,可变形飞行器概念
机翼间距,24,0.0,4.837453,14.883745,Parameter,Y,
变体方案,24,0.0,4.680141,14.868014,Aircraft,Y,可变方案
飞行器概念,24,0.0,4.585535,14.858553,Mission,Y,飞行器设计概念
能力,24,0.004147,4.196346,14.820879,Concept,N,语义不够具体（如续航能力/操纵能力）
测试,23,0.003974,10.00825,14.802017,Concept,Y,测试/试验（语义近）
车载,23,0.003974,9.988195,14.800012,Concept,N,与汽车/车载相关，但上下文偏航空航天且语义不足
最大起飞重量,23,0.0,8.961961,14.696196,Parameter,Y,MTOW（最大起飞重量，语义近）
学科,23,0.003974,8.679704,14.669163,Concept,N,
三个,23,0.003974,7.465098,14.547702,Concept,N,
发生,23,0.003974,7.270622,14.528255,Concept,N,
大幅,23,0.003974,7.205923,14.521785,Concept,N,
形状,23,0.003974,7.0904,14.510232,Structure,Y,
偏转产生,23,0.0,6.843691,14.484369,Concept,N,
形成,23,0.003974,6.39347,14.440539,Concept,N,
扰动,23,0.003974,6.215632,14.422756,Concept,Y,流动扰动/扰动量（语义近）
折叠变体飞行器概念,24,0.0,0.0,14.4,Mechanism,Y,折叠式可变形飞行器概念
双翼状态,23,0.0,5.961365,14.396137,Concept,Y,双翼构型状态
变体飞行,23,0.0,5.846098,14.38461,Mission,Y,可变形状态下的飞行
总体,23,0.003974,5.7591,14.377102,Concept,N,
二维,22,0.003802,10.297428,14.230883,Concept,Y,2D（二维模型/平面）
载荷,22,0.003802,10.219521,14.223093,Parameter,Y,
活动机翼副翼,23,0.0,3.668564,14.166856,Structure,Y,可动机翼上的副翼
拟定,22,0.003802,8.051584,14.006299,Concept,N,
最优,22,0.003802,7.683057,13.969446,Concept,N,
折叠变体过程,23,0.0,1.513375,13.951338,Mechanism,N,
飞行器来说,22,0.0,6.66103,13.866103,Mission,N,
强度,22,0.003802,6.576966,13.858837,Concept,N,
上下间距,22,0.0,6.575664,13.857566,Concept,N,
双翼整体,22,0.0,6.470474,13.847047,Concept,N,
方向,22,0.003802,6.427233,13.843864,Concept,N,
斯瓦尔德,21,0.003629,12.233326,13.824421,Concept,N,
活动机翼固定机翼,23,0.0,0.0,13.8,Structure,N,
展长,22,0.003802,5.963326,13.797473,Concept,N,
增重,22,0.003802,5.718661,13.773007,Concept,N,
因子,21,0.003629,10.7032,13.671409,Concept,N,
长大,22,0.003802,4.09744,13.610885,Concept,N,
显示,21,0.003629,9.726974,13.573786,Concept,N,
同样,21,0.003629,8.63831,13.46492,Concept,N,
对称,21,0.003629,8.34953,13.436042,Concept,N,
平均,21,0.003629,8.13581,13.41467,Concept,N,
飞行器变体,22,0.0,0.357553,13.235755,Mission,N,
变体过程活动,22,0.0,0.0,13.2,Aircraft,N,
变体过程活动机翼,22,0.0,0.0,13.2,Structure,N,
机翼变体,22,0.0,-0.147269,13.2,Structure,N,
干扰,20,0.003456,11.037406,13.104777,Concept,N,
随着,20,0.003456,9.893307,12.990367,Concept,N,
滚转,20,0.003456,8.715478,12.872585,Concept,N,
扰动力矩,20,0.0,8.510716,12.851072,Concept,N,
变体飞行器变体,21,0.0,0.781731,12.678173,Mission,N,
斯瓦尔德因子,19,0.0,12.041522,12.604152,Concept,N,
结论,20,0.003456,5.862334,12.58727,Concept,N,
对于双翼,20,0.0,5.388012,12.538801,Concept,N,
流动,20,0.003456,4.683411,12.469378,Concept,N,
特性影响,20,0.0,4.293521,12.429352,Concept,N,
额外,19,0.003283,10.058366,12.406822,Concept,N,
为了,20,0.003456,3.257645,12.326801,Concept,N,
一般,19,0.003283,8.333853,12.23437,Concept,N,
上下机翼间距,19,0.0,7.705647,12.170565,Structure,N,
计算结果,19,0.003283,7.627672,12.163752,Concept,N,
展弦比长航,19,0.0,7.610711,12.161071,Concept,N,
效应,19,0.003283,7.526,12.153585,Concept,N,
高空,19,0.003283,7.067656,12.107751,Concept,N,
变体收益,20,0.0,0.0,12.0,Aircraft,N,
变体飞行器机构,20,0.0,0.0,12.0,Mission,N,
对于折叠变体飞行器,20,0.0,0.0,12.0,Mechanism,N,
攻角机翼,20,0.0,0.0,12.0,Structure,N,
机翼长大,20,0.0,0.0,12.0,Structure,N,
长航飞行器,20,0.0,0.0,12.0,Mission,N,
飞机变体,20,0.0,-0.033289,12.0,Aircraft,N,
飞行器机构,20,0.0,0.0,12.0,Mission,N,
路径,18,0.00311,11.968681,11.997801,Concept,N,
复杂,18,0.00311,11.817149,11.982648,Concept,N,
空气,19,0.003283,5.745346,11.97552,Concept,N,
目标,18,0.00311,10.961352,11.897068,Concept,N,
较为,19,0.003283,4.07464,11.808449,Concept,N,
大于,19,0.003283,4.045107,11.805496,Concept,N,
本章首先,18,0.0,9.762476,11.776248,Concept,N,
付出,18,0.00311,9.505025,11.751436,Concept,N,
收益代价,18,0.0,9.426565,11.742657,Concept,N,
实现,18,0.00311,8.869023,11.687835,Concept,N,
来看,18,0.00311,7.794429,11.580376,Concept,N,
副翼面积,18,0.0,7.423451,11.542345,Structure,N,
两种,18,0.00311,7.06965,11.507898,Concept,N,
双翼升力阻力,18,0.0,7.003701,11.50037,Concept,N,
动力学特性,18,0.0,6.746147,11.474615,Concept,N,
布置,18,0.00311,6.284966,11.42943,Concept,N,
变体飞行器来说,18,0.0,6.198364,11.419836,Mission,N,
折叠变体飞行器机构,19,0.0,0.0,11.4,Mechanism,N,
机翼折叠,19,0.0,-0.263621,11.4,Mechanism,N,
过载,18,0.00311,5.556556,11.356589,Concept,N,
飞行器发展,18,0.0,5.421041,11.342104,Mission,N,
重要,18,0.00311,5.253151,11.326248,Concept,N,
侵占,17,0.002938,11.211826,11.322064,Concept,N,
传力,18,0.00311,5.092237,11.310157,Concept,N,
完善,17,0.002938,9.806413,11.181523,Concept,N,
非定常效应,17,0.0,9.517539,11.151754,Concept,N,
相对位置,17,0.0,9.25664,11.125664,Concept,N,
节中,17,0.002938,7.642171,10.965098,Concept,N,
总体参数,17,0.0,7.586195,10.95862,Parameter,N,
副翼偏转产生,17,0.0,7.379744,10.937974,Concept,N,
升力中心,17,0.0,7.358298,10.93583,Concept,N,
机翼阻力,18,0.0,1.255547,10.925555,Structure,N,
连接,17,0.002938,7.225031,10.923384,Concept,N,
多个,17,0.002938,6.694014,10.870283,Concept,N,
弯矩扭矩,18,0.0,0.0,10.8,Concept,N,
折叠变体飞行器变体,18,0.0,0.0,10.8,Mechanism,N,
机翼上下,18,0.0,-0.846936,10.8,Structure,N,
连杆传递,17,0.0,5.847582,10.784758,Concept,N,
设计方案,17,0.002938,5.836462,10.784528,Concept,N,
攻角变化,17,0.0,5.76367,10.776367,Parameter,N,
建立,16,0.002765,11.634558,10.764285,Concept,N,
阶段,16,0.002765,11.408863,10.741716,Concept,N,
作为,17,0.002938,5.159501,10.716831,Concept,N,
获得,16,0.002765,10.545553,10.655385,Concept,N,
包含,16,0.002765,9.813528,10.582182,Concept,N,
优势,16,0.002765,9.586195,10.559449,Concept,N,
变体原理,17,0.0,3.376129,10.537613,Aircraft,N,
空气动力学,16,0.0,9.062561,10.506256,Performance,N,
准则,16,0.002765,8.171158,10.417945,Concept,N,
失效,16,0.002765,7.978512,10.398681,Concept,N,
模式,16,0.002765,7.306087,10.331438,Concept,N,
前后,16,0.002765,6.720254,10.272855,Concept,N,
公转角度变化,16,0.0,6.696187,10.269619,Parameter,N,
理论,16,0.002765,6.676236,10.268453,Concept,N,
位置机翼,17,0.0,0.0,10.2,Structure,N,
双翼单翼,17,0.0,0.0,10.2,Concept,N,
变体机翼,17,0.0,-0.562306,10.2,Structure,N,
变体过程非定常,17,0.0,0.0,10.2,Aircraft,N,
开展折叠,17,0.0,0.0,10.2,Mechanism,N,
折叠变体飞行器来说,17,0.0,0.0,10.2,Mechanism,N,
过程非定常,17,0.0,0.0,10.2,Concept,N,
最后,16,0.002765,5.706834,10.171513,Concept,N,
研发,16,0.002765,5.523185,10.153148,Concept,N,
高度,16,0.002765,5.518072,10.152637,Performance,N,
对于飞机,16,0.0,4.872765,10.087277,Aircraft,N,
足够,15,0.002592,10.608563,10.061634,Concept,N,
用于,16,0.002765,4.576211,10.058451,Concept,N,
位于,16,0.002765,4.22702,10.023531,Concept,N,
提供,15,0.002592,9.959404,9.996718,Concept,N,
长度,16,0.002765,3.928403,9.99367,Concept,N,
相互,15,0.002592,9.100876,9.910865,Concept,N,
负载,15,0.002592,8.997128,9.90049,Concept,N,
从而,15,0.002592,7.932819,9.794059,Concept,N,
飞机气动,16,0.0,1.807363,9.780736,Performance,N,
增加机翼,16,0.0,1.665676,9.766568,Structure,N,
